MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
IV25250177MR,,11370,11370   Marquette  ,POMONA,91766,3,2.00 (2 0 0 0),,$300.00,100,$700,$700,$700,"1,440",$0.49,1983,0,In Closet,,Month-to-Month,Unfurnished,909-543-0180,"3,500"
PW25250670MR,,4309,4309  N Country Club LN ,LONG BEACH,90807,1,1.00 (1 0 0 0),,$0.00,,"$1,200",$500,"$1,295",192,$6.74,1940,2,Other,No,"Month-to-Month,Negotiable",Furnished,562-760-0083,"7,506"
SB25251040MR,Apartment,101,101   Dudley Ave #311,VENICE,90291,0,0.00 (0 0 0 0),,$0.00,,"$1,298","$2,498","$1,298",200,$6.49,1914,0,Community,,"1-Year,Month-to-Month,Other",Unfurnished,818-730-2985,"6,098"
25613371,,1222,1222  N Alexandria Ave ,Los Angeles,90029,1,1.00 (1 0 0 0),,,,"$1,375","$1,375","$1,375",350,$3.93,,0,Community,No,"1+Year,1-Year",Unfurnished,323-660-3600,"6,402"
25613803,,1740,1740  S Hauser Blvd #8,Los Angeles,90019,0,1.00 (1 0 0 0),,,,"$1,500","$1,500","$1,500",,$0,,1,Community,Call,"1+Year,24 Months,12 Months",Unfurnished,310-993-4595,"11,560"
SB25251645MR,Apartment,1116,1116   Sartori AVE #105,TORRANCE,90501,0,1.00 (1 0 0 0),,$0.00,50,"$1,500","$1,500","$1,500",400,$3.75,1927,0,Laundry Area,No,1-Year,Unfurnished,3102596698,"4,278"
PW25252655MR,Apartment,2225,2225 B E 14th  ,LONG BEACH,90804,1,1.00 (1 0 0 0),,$300.00,,"$1,500","$1,350","$1,500",600,$2.50,1923,1,None,,1-Year,Unfurnished,949-463-4339,"6,233"
PW25250620MR,,933,933   Ohio AVE ,LONG BEACH,90804,0,1.00 (1 0 0 0),,$400.00,50,"$1,545","$1,545","$1,545",491,$3.15,1923,0,None,,1-Year,Unfurnished,714-553-3036,
PW25247061MR,Condominium,140,140   Linden AVE ,LONG BEACH,90802,0,1.00 (1 0 0 0),200,"$2,000.00",100,"$1,550","$1,550","$1,550",287,$5.40,1928,0,Community,No,1-Year,Unfurnished,949-510-2370,"33,498"
PW25249436MR,Condominium,300,300  S Westmoreland  #106,LOS ANGELES,90020,1,1.00 (1 0 0 0),,$0.00,100,"$1,600","$1,600","$1,600",650,$2.46,1994,0,Community,No,1-Year,Unfurnished,213-718-7733,"7,897"
