MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
CV25272258MR,,2356,2356   Bonita Ave ,LA VERNE,91750,1,2.00 (2 0 0 0),,$0.00,,"$1,150","$1,150","$1,150","3,262",$0.35,1935,7,In Kitchen,No,Month-to-Month,Unfurnished,9092103165,"10,003"
25628439,Apartment,1317,1317   Wilcox Ave #C,Los Angeles,90028,0,1.00 (1 0 0 0),,,,"$1,300","$1,300","$1,300",583,$2.23,1955,0,"Community,Laundry Area",Call,1+Year,Unfurnished,310-560-3281,"9,221"
SR25275740MR,,663,663   Eston Pl #2,LANCASTER,93535,0,1.00 (1 0 0 0),,$0.00,250,"$1,300","$1,300","$1,300",600,$2.17,1971,0,None,No,1-Year,Unfurnished,818-523-4582,
SR25274287MR,Apartment,11918,11918   Hart  #1,NORTH HOLLYWOOD,91605,0,1.00 (1 0 0 0),,$300.00,30,"$1,500","$1,500","$1,500",500,$3,1963,1,"Laundry Area,Outside",,1-Year,Unfurnished,,"7,509"
PW25276507MR,Apartment,1708,1708   Pine AVE #11,LONG BEACH,90813,1,1.00 (1 0 0 0),,$0.00,,"$1,550","$1,550","$1,550",570,$2.72,1961,0,Laundry Area,,1-Year,Unfurnished,,"7,561"
25628231,,5555,5555   Carlton Way #16,Los Angeles,90028,0,1.00 (1 0 0 0),,,,"$1,595","$1,595","$1,595",750,$2.13,1967,1,"Laundry Area,Community",Yes,"1+Year,12 Months,Other",Unfurnished,310-801-1242,"17,624"
SR25276134MR,Apartment,2131,2131  N Lincoln ST #B,BURBANK,91504,0,1.00 (1 0 0 0),,$0.00,,"$1,600","$1,600","$1,600",320,$5,1962,0,"Community,Garage",,1-Year,Unfurnished,818-261-9082,"5,300"
25628423,,319,319  N Coronado St ,Los Angeles,90026,1,1.00 (1 0 0 0),,,,"$1,650","$1,650","$1,650",0,$0,1929,0,None,No,1-Year,Unfurnished,213-814-9545,"9,558"
25628427,,317,317  N Coronado St ,Los Angeles,90026,1,1.00 (1 0 0 0),,,,"$1,650","$1,650","$1,650",0,$0,1929,0,None,No,1-Year,Unfurnished,213-814-9545,"9,558"
OC25274394MR,Single Family,24017,24017   Sylvan  ,WOODLAND HILLS,91367,1,1.00 (1 0 0 0),,$500.00,100,"$1,750","$1,750","$1,650",130,$12.69,1960,1,None,,1-Year,Furnished,949-350-7517,"7,348"
OC25274403MR,Single Family,24017,24017   Sylvan  ,WOODLAND HILLS,91367,1,1.00 (1 0 0 0),,$500.00,100,"$1,750","$1,750","$1,650",120,$13.75,1960,1,None,,1-Year,Furnished,949-350-7517,"7,348"
SR25275744MR,Apartment,7925,7925   Vineland  #26,SUN VALLEY,91352,1,1.00 (1 0 0 0),,$0.00,,"$1,695","$1,695","$1,695",600,$2.83,1965,1,Community,No,1-Year,Unfurnished,818-389-5021,"28,004"
25628893,,7249,7249   Bakman Ave ,Sun Valley,91352,1,1.00 (1 0 0 0),,,,"$1,700","$1,700","$1,700","4,451",$0.38,1957,0,Community,Call,1+Year,Unfurnished,213-820-1335,"6,398"
SR25275141MR,Apartment,970,970   Elden  #6,LOS ANGELES,90006,10,10.00 (10 0 0 0),,$0.00,,"$1,725","$1,725","$1,725",650,$2.65,1954,2,Community,No,1-Year,Unfurnished,323-395-1982,"8,551"
CV25275132MR,Apartment,660,660  E 6th ST #C,AZUSA,91702,1,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,750","$1,750",614,$2.85,1963,0,"Electric Dryer Hookup,Hookup - Electric,Washer Hookup",No,1-Year,Unfurnished,,614
