MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
CV26007594MR,,885,885  N Eleanor  ,POMONA,91767,7,7.00 (7 0 0 0),,$0.00,,"$1,000","$1,000","$1,000","2,504",$0.40,1911,0,Laundry Area,No,1-Year,Unfurnished,626-482-5913,"9,956"
TR26008094MR,,20122,20122   Candleflame CT ,WALNUT,91789,4,4.00 (4 0 0 0),,$0.00,,"$1,100","$1,100","$1,100","3,332",$0.33,1990,3,"Garage,Inside",No,1-Year,Furnished,310-739-6457,"10,645"
26634641,,246,246  S Kenmore Ave #202,Los Angeles,90004,0,1.00 (0 1 0 0),,,,"$1,299","$1,299","$1,299",481,$2.70,1925,0,Community,Yes,12 Months,Unfurnished,310-710-9361,"8,948"
SR26006235MR,,12917,12917   Gladstone  #A,SYLMAR,91342,1,0.00 (0 0 0 0),,$0.00,,"$1,300","$1,300","$1,300",295,$4.41,1950,0,Inside,No,1-Year,Unfurnished,818-203-8232,"48,014"
26636017,,1206,1206  W 36th St ,Los Angeles,90007,1,1.00 (1 0 0 0),,,,"$1,350","$1,350","$1,350",250,$5.40,1905,0,Laundry Area,Call,"Month-to-Month,1-Year,Negotiable",Unfurnished,310-402-8958,"5,352"
26635781,,1624,1624  S St Andrews Pl #1626,Los Angeles,90019,0,1.00 (1 0 0 0),,,,"$1,395",$0,"$1,395",500,$2.79,1946,0,None,Yes,1+Year,Unfurnished,310-438-5885,"8,122"
26635015,,1054,1054   Maine Ave #3,Long Beach,90813,0,1.00 (1 0 0 0),,,,"$1,395","$1,395","$1,395",0,$0,1914,1,"Community,Laundry Area",Call,"1+Year,Negotiable,Renewal Options",Unfurnished,626-375-8993,"4,380"
26633893,,845,845  S KENMORE AVE #302,LOS ANGELES,90005,0,1.00 (1 0 0 0),,,,"$1,395",$0,"$1,395",500,$2.79,1963,0,Laundry Area,Yes,1+Year,Unfurnished,310-438-5885,"6,759"
26634365,,259,259  S Harvard Blvd #200,Los Angeles,90004,0,1.00 (1 0 0 0),,,,"$1,399","$1,399","$1,399",511,$2.74,1927,0,Community,Yes,12 Months,Unfurnished,310-710-9361,"7,373"
26637427,,227,227  S Bonnie Brae St ,Los Angeles,90057,0,1.00 (1 0 0 0),,,,"$1,399","$1,399","$1,399",,$0,1956,0,None,Call,1+Year,Unfurnished,310-924-7244,"7,213"
26636421PS,Apartment,250,250  S Kenmore Ave ,Los Angeles,90004,0,1.00 (1 0 0 0),,,,"$1,450","$1,000","$1,450",500,$2.90,1926,0,Community,Yes,1+Year,Unfurnished,,"8,948"
26635125,,8923,8923   Orion Ave #15,North Hills,91343,1,1.00 (1 0 0 0),,,,"$1,495","$1,495","$1,495",625,$2.39,1977,0,Community,Yes,1+Year,Unfurnished,310-922-6691,"31,862"
26634649,,630,630  S Kenmore Ave #107,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,499","$1,499","$1,499",550,$2.73,1928,0,Community,Yes,12 Months,Unfurnished,310-710-9361,"15,019"
26634511,,705,705  S Adams St #A,Glendale,91205,0,1.00 (1 0 0 0),,,,"$1,500","$1,500","$1,500",390,$3.85,1921,1,Outside,No,1-Year,Unfurnished,833-832-6770,"7,654"
SW26007333MR,Condominium,360,360  W Ocean  ,LONG BEACH,90802,0,1.00 (1 0 0 0),,$500.00,100,"$1,500","$1,500","$1,500",469,$3.20,1922,0,Community,,"1-Year,Other",Unfurnished,562-754-9941,"7,371"
P1-25367PF,,1696,1696   Fiske AVE #C,PASADENA,91104,0,1.00 (0 1 0 0),,$0.00,,"$1,550","$1,550","$1,550",300,$5.17,1922,0,None,No,1-Year,Unfurnished,(626) 644-9346,"14,496"
26636457PS,Apartment,446,446  S Rampart Blvd ,Los Angeles,90057,0,1.00 (1 0 0 0),,,,"$1,550","$1,000","$1,550",500,$3.10,1922,0,Community,Yes,1+Year,Unfurnished,,"8,402"
26634093,Apartment,639,639  S Cochran Ave #202,Los Angeles,90036,0,1.00 (1 0 0 0),,,,"$1,575","$1,575","$1,575",450,$3.50,1940,0,Community,No,12 Months,Unfurnished,310-927-7959,"7,800"
SR26004506MR,,5258,5258   Cartwright  #1,NORTH HOLLYWOOD,91601,0,1.00 (1 0 0 0),,$0.00,,"$1,575","$1,575","$1,575",375,$4.20,1962,1,Laundry Area,,1-Year,Unfurnished,213-422-7133,"6,770"
SR26004784MR,Single Family,23417,23417   Vanowen ST ,WEST HILLS,91307,0,1.00 (1 0 0 0),100,$0.00,,"$1,600","$1,600","$1,600",420,$3.81,1959,0,None,,1-Year,Unfurnished,818-402-4266,"8,011"
