MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
26785211,,2378,2378 2380 1/2  Allesandro St ,Los Angeles,90039,0,1.00 (1 0 0 0),,,,"$1,200","$1,200","$1,200",300,$4,1921,0,None,No,1+Year,Unfurnished,213-610-2424,"5,202"
26803579,,814,814  S Hobart Blvd #203,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,380","$1,380","$1,380",325,$4.25,1930,0,"Laundry Area,Community,Other",Yes,1+Year,Unfurnished,310-500-5621,"9,043"
OC26087894MR,Apartment,1127,1127   Magnolia AVE #10,LONG BEACH,90813,0,1.00 (1 0 0 0),,$0.00,,"$1,450","$1,450","$1,450",310,$4.68,1920,0,None,,1-Year,Unfurnished,949-275-4440,"8,563"
P1-26796PF,,1115,1115  S Wilton PL #A,LOS ANGELES,90019,1,1.00 (1 0 0 0),,$0.00,,"$1,495","$1,600","$1,495",400,$3.74,1912,0,Other,,1-Year,Unfurnished,(818) 306-7351,"10,201"
SB26087020MR,Apartment,6517,6517 1/2  Avalon BLVD #4,LOS ANGELES,90003,0,1.00 (1 0 0 0),,$0.00,,"$1,500","$1,800","$1,500",450,$3.33,1944,0,None,No,1-Year,Unfurnished,310-528-4860,"9,603"
SR26089889MR,,5312,5312   Cartwright AVE #2,NORTH HOLLYWOOD,91601,0,1.00 (1 0 0 0),,$0.00,50,"$1,500","$1,500","$1,500",500,$3,1991,1,"Community,Laundry Area",,1-Year,Unfurnished,818-321-2525,"6,750"
TR26088620MR,,5828,5828 1/2 N Vista  ,SAN GABRIEL,91775,1,1.00 (1 0 0 0),250,$350.00,25,"$1,500","$1,500","$1,500",450,$3.33,1952,0,None,,1-Year,Unfurnished,626-518-2652,"11,159"
CV26091600MR,Apartment,9420,9420   Las Tunas DR #C,TEMPLE CITY,91790,0,1.00 (1 0 0 0),,$0.00,,"$1,550","$1,550","$1,550",550,$2.82,1958,1,None,No,1-Year,Unfurnished,714-412-0599,"12,177"
SR26089601MR,Condominium,525,525  S Ardmore AVE #237,LOS ANGELES,90020,0,1.00 (1 0 0 0),,$500.00,50,"$1,550","$1,550","$1,550",371,$4.18,1973,1,Community,,1-Year,Unfurnished,818-512-8913,"73,444"
26827067,,580,580  W 15th St #C,San Pedro,90731,1,1.00 (1 0 0 0),,,,"$1,595","$1,595","$1,595",550,$2.90,1905,0,"In Unit,Laundry Area",No,"1+Year,12 Months,1-Year",Unfurnished,310-853-2915,"6,755"
GD26088034IT,Apartment,228,228  S Kenwood ST #107,GLENDALE,91205,0,1.00 (1 0 0 0),,$0.00,,"$1,625","$1,625","$1,625",420,$3.87,1927,0,Community,,1-Year,Unfurnished,818-437-2433,"7,497"
