MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
25596095,,744,744   CHESTNUT AVE #1,LONG BEACH,90813,0,1.00 (1 0 0 0),,,,"$1,400","$1,400","$1,400",700,$2,1959,0,Community,Call,1+Year,Unfurnished,805-402-5737,"7,493"
DW25220234MR,,3201,3201   e 5th  ,LOS ANGELES,90063,1,1.00 (1 0 0 0),,$0.00,,"$1,500","$1,500","$1,500",430,$3.49,1923,0,None,No,1-Year,Unfurnished,323-974-6173,"5,372"
DW25220849MR,OwnYourOwn,1218,1218   Arapahoe St ,LOS ANGELES,90006,31,24.00 (24 0 0 0),,$0.00,,"$1,500","$46,500","$1,500","10,314",$0.15,2022,10,"Gas Or Electric Dryer Hookup,Washer Hookup",,"1+Year,1-Year,Negotiable",Unfurnished,562-417-2653,"7,250"
LG25220416MR,,15828,15828  S Villas LN #2,GARDENA,90247,0,1.00 (0 1 0 0),,$0.00,,"$1,500","$1,500","$1,500",250,$6,2024,0,None,No,1-Year,Unfurnished,949-861-0738,
WS25220913MR,Apartment,3136,3136   Flower st ,LYNWOOD,90262,1,1.00 (1 0 0 0),,$0.00,,"$1,500","$3,000","$1,500",750,$2,1950,1,None,,1-Year,Unfurnished,323-828-8980,"5,000"
CV25221431MR,Apartment,212,212 1/2  Carroll ST ,GLENDORA,91741,1,1.00 (1 0 0 0),,$0.00,,"$1,550","$1,550","$1,550",650,$2.38,1923,1,None,No,Month-to-Month,Unfurnished,909-750-1763,"10,480"
25595219,,5217,5217   Hollywood Blvd #222,Los Angeles,90027,0,1.00 (1 0 0 0),,,,"$1,595","$1,495","$1,595",500,$3.19,1928,1,"Laundry Area,Community",Yes,"1+Year,Other,12 Months",Unfurnished,310-923-1550,"23,024"
DW25220196MR,,8518,8518  S Fir AVE ,LOS ANGELES,90001,1,1.00 (1 0 0 0),,$395.00,,"$1,599","$1,600","$1,599",650,$2.46,1946,0,None,,1-Year,Unfurnished,323-327-3330,"2,500"
IG25220812MR,,15513,15513   Andrae Ct #C,NORTH HILLS,91343,0,1.00 (1 0 0 0),,$500.00,,"$3,000","$1,600","$1,600",400,$4,1950,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,310-818-6554,"16,552"
IG25222998MR,Apartment,7925,7925   Vineland  #22,SUN VALLEY,91352,1,1.00 (1 0 0 0),,$500.00,,"$1,650","$1,650","$1,650",600,$2.75,1965,0,Community,No,1-Year,Unfurnished,310-818-6554,"30,000"
