MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
25548273,,1305,1305  W 37th Pl #Room #1,Los Angeles,90007,1,1.00 (1 0 0 0),,,,"$1,050","$1,125","$1,250","2,134",$0.59,1951,2,"Inside,Laundry Area",No,"1+Year,1-Year,12 Months",Unfurnished,213-503-8070,"5,283"
AR25135208MR,Single Family,1356,1356  W 30th ST ,LOS ANGELES,90007,6,6.00 (6 0 0 0),500,$600.00,,"$1,290","$1,290","$1,290","1,680",$0.77,2019,2,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Furnished,626-482-2255,"6,790"
25552213,,805,805  E 21st St #A,Los Angeles,90011,0,1.00 (1 0 0 0),,,,"$1,300","$1,400","$1,300",,$0,2008,1,Laundry Area,Call,1+Year,Unfurnished,213-494-8501,"7,506"
25551765,,6827,6827   Leland Ave ,Los Angeles,90028,0,1.00 (1 0 0 0),,,,"$1,500","$1,500","$1,500",525,$2.86,,1,Community,Call,"1+Year,12 Months",Unfurnished,323-443-6005,0
TR25133940MR,Apartment,5723,5723  N Huntington DR #10,LOS ANGELES,90032,1,1.00 (1 0 0 0),,$0.00,,"$1,500","$1,500","$1,500",600,$2.50,1950,0,None,No,1-Year,Unfurnished,323-385-9516,"9,243"
25552313,,925,925  S Hobart Blvd #1/2,Los Angeles,90006,0,1.00 (1 0 0 0),,,,"$1,550","$1,550","$1,550","7,951",$0.19,1939,0,None,Yes,1+Year,Unfurnished,213-222-7574,"8,492"
CV25130562MR,Condominium,100,100   atlantic  ,LONG BEACH,90802,0,1.00 (1 0 0 0),,$300.00,100,"$1,575","$2,000","$1,575",490,$3.21,1958,0,Laundry Area,,1-Year,Unfurnished,626-926-3551,"22,558"
SR25133895MR,,20643,20643   Cohasset ST ,WINNETKA,91306,0,1.00 (0 1 0 0),,$0.00,,"$1,650","$2,000","$1,650",350,$4.71,1955,0,None,,1-Year,Unfurnished,818-326-4898,500
SR25131249MR,,14301,14301   Addison ST #C,SHERMAN OAKS,91423,0,1.00 (1 0 0 0),,$0.00,,"$1,695","$1,695","$1,695",340,$4.99,1964,1,Laundry Area,No,1-Year,Unfurnished,818-571-5506,"19,604"
25551795,,1267,1267   Vin Scully Ave #30,Los Angeles,90026,0,1.00 (1 0 0 0),,,,"$1,695","$1,695","$1,695",500,$3.39,,0,Community,Call,"1+Year,12 Months",Unfurnished,323-443-6005,0
