MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
25607991,Apartment,2635,2635  S Hauser Blvd #room 5,Los Angeles,90016,1,1.00 (1 0 0 0),,,,"$1,000","$1,000","$1,000","1,000",$1,2020,0,"Laundry Area,In Unit",Yes,1+Year,Unfurnished,,"6,079"
25606945,,3027,3027  W 60th St ,Los Angeles,90043,1,1.00 (1 0 0 0),,,,"$1,499","$1,499","$1,499",608,$2.47,1928,0,None,Call,1+Year,Unfurnished,818-577-0476,"4,813"
25608247,,3720,3720   Vinton Ave #1A,Los Angeles,90034,0,1.00 (1 0 0 0),,,,"$1,500","$1,500","$1,500",,$0,,0,Community,No,1+Year,Furnished,310-866-7288,"6,000"
25608159,Apartment,730,730  S Catalina St ,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,599","$1,599","$1,599",500,$3.20,1928,0,"Community,Laundry Area",No,1-Year,Unfurnished,818-640-3863,"7,253"
DW25242476MR,Condominium,11410,11410   Dolan AVE #236,DOWNEY,90241,1,1.00 (1 0 0 0),50,$0.00,50,"$1,600","$1,600","$1,600",573,$2.79,1987,2,In Closet,No,1-Year,Unfurnished,562-712-2008,"72,254"
PV25244129MR,Apartment,7745,7745   Laurel Canyon BLVD #29,NORTH HOLLYWOOD,91605,0,1.00 (1 0 0 0),,$150.00,,"$1,600","$1,500","$1,600",700,$2.29,1961,1,"Community,Laundry Area,Other,Room",No,1-Year,Unfurnished,,"28,000"
PW25241614MR,,308,308  S Almansor ST ,ALHAMBRA,91801,0,1.00 (0 1 0 0),,$500.00,100,"$1,650","$1,650","$1,650",376,$4.39,1923,1,None,,1-Year,Unfurnished,562-330-2000,"7,503"
GD25241329IT,Single Family,11321,11321   Collett AVE ,GRANADA HILLS,91344,0,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,650","$1,650",374,$4.41,1955,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-522-5280,"7,672"
25606969,,317,317  N Coronado St ,Los Angeles,90026,1,1.00 (1 0 0 0),,,,"$1,650","$1,650","$1,650",500,$3.30,1929,0,None,No,1-Year,Unfurnished,443-257-6640,"9,558"
25607041,,319,319  N Coronado St ,Los Angeles,90026,1,1.00 (1 0 0 0),,,,"$1,650","$1,650","$1,650",500,$3.30,1929,0,None,No,1-Year,Unfurnished,443-257-6640,"9,558"
PW25243372MR,Condominium,800,800  E Ocean BLVD ,LONG BEACH,90802,0,1.00 (1 0 0 0),200,"$2,000.00",100,"$1,695","$1,695","$1,695",300,$5.65,1928,0,"Community,Laundry Area,Room",No,1-Year,Furnished,949-510-2370,"51,673"
SR25242247MR,Townhouse,15733,15733   Drell  ,SYLMAR,91342,1,1.00 (1 0 0 0),,$500.00,,"$1,700",$0,"$1,700",550,$3.09,1964,1,None,,1-Year,Furnished,310-528-7506,"8,254"
250042043SD,,2002,2002  W SUNSET BLVD ,LOS ANGELES,90026,0,1.00 (1 0 0 0),,,,"$1,700",,"$1,700",400,$4.25,1913,0,Community,Yes,,Unfurnished,,
25608127,,8800,8800   Cedros Ave #219,Panorama City,91402,1,1.00 (1 0 0 0),,,,"$1,750","$1,750","$1,750",674,$2.60,1977,0,Community,Call,"1+Year,Negotiable",Unfurnished,310-980-0681,"48,672"
P1-24609PF,,5255,5255 1/2  Via Campo ST ,LOS ANGELES,90022,1,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,750","$1,750",680,$2.57,1942,0,None,No,1-Year,Unfurnished,(626) 679-3041,"6,190"
SB25241905MR,Apartment,5425,5425   2nd AVE #3/4,LOS ANGELES,90043,1,1.00 (1 0 0 0),,$0.00,,"$1,795","$1,795","$1,795",518,$3.47,1923,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,424-732-2821,"4,921"
SB25241119MR,Apartment,4263,4263  W Broadway  #B,HAWTHORNE,90250,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",650,$2.77,1939,0,None,No,1-Year,Unfurnished,424-732-2821,"14,505"
SR25241003MR,Single Family,725,725   Box Canyon RD ,WEST HILLS,91304,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$2,000","$1,800",500,$3.60,1954,0,Laundry Area,No,1-Year,,818-201-4046,"155,509"
225005259VC,,8561,8561   Orion AVE ,NORTH HILLS,91343,1,1.00 (1 0 0 0),,$500.00,,"$1,800","$1,600","$1,800",400,$4.50,2024,1,,,,,(805) 720-0377,"15,052"
25607835,,4103,4103  S Hoover St ,Los Angeles,90037,1,1.00 (1 0 0 0),,,,"$1,850","$1,990","$1,850",700,$2.64,1914,1,Community,Call,"1+Year,1-Year,12 Months,24 Months",Unfurnished,213-434-2433,"6,541"
WS25242793MR,Apartment,1117,1117   Okoboji Drive ,ARCADIA,91007,1,1.00 (1 0 0 0),,$0.00,25,"$1,900","$1,900","$1,850",500,$3.70,1949,1,Community,No,1-Year,,626-265-1256,"7,618"
BB25243209MR,,2651,2651  S Colverdale AVE ,LOS ANGELES,90016,1,1.00 (1 0 0 0),,$0.00,,"$2,295","$1,895","$1,895",500,$3.79,1928,0,"Electric Dryer Hookup,Gas Or Electric Dryer Hookup,Hookup - Electric,Washer Hookup",No,1-Year,Unfurnished,323-481-7592,"4,808"
OC25244589MR,Apartment,113,113  W 97th  ,LOS ANGELES,90003,4,4.00 (4 0 0 0),,$500.00,,"$1,900","$1,900","$1,900",380,$5,1950,2,None,,1-Year,Unfurnished,310-755-5143,"5,393"
