MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
WS26139006MR,Single Family,17802,17802  E Edna  ,COVINA,91722,1,1.00 (1 0 0 0),,$0.00,20,$950,$500,$950,"1,688",$0.56,1958,0,Room,,"1+Year,1-Year,Month-to-Month,Other",,6264191617,"8,697"
TR26140670MR,,966,966   7th  ,POMONA,91766,1,1.00 (1 0 0 0),,$0.00,,"$1,100","$1,100","$1,100",200,$5.50,1946,1,Garage,No,1-Year,Unfurnished,714 631-3858,"56,628,000"
PW26137942MR,Single Family,9407,9407   Dorothy  ,SOUTH GATE,90280,1,1.00 (1 0 0 0),,$0.00,,"$1,200","$1,200","$1,200",400,$3,1941,0,None,No,Month-to-Month,Unfurnished,562-843-4803,"6,427"
PW26140630MR,Single Family,1232,1232   109th ST ,LOS ANGELES,90044,1,1.00 (1 0 0 0),,$0.00,,"$1,250","$1,250","$1,250",400,$3.13,1960,0,None,No,1-Year,Furnished,310-621-9947,"7,971"
GD26139043IT,Apartment,3247,3247   Fletcher DR #1/4,LOS ANGELES,90065,0,1.00 (1 0 0 0),,$0.00,,"$1,300","$1,300","$1,300",350,$3.71,1990,1,None,No,1-Year,Unfurnished,818-437-2433,"37,439"
WS26135020MR,,851,851  W 40th  ,LOS ANGELES,90037,3,3.00 (3 0 0 0),,$0.00,,"$1,300","$1,300","$1,300","1,291",$1.01,1920,7,"In Closet,Inside,Laundry Area",No,1-Year,Furnished,805-891-8400,"5,742"
26852765,,2323,2323  W 11th St ,Los Angeles,90006,0,1.00 (1 0 0 0),,,,"$1,400","$1,400","$1,400",600,$2.33,1913,0,None,No,1+Year,Unfurnished,213-923-0227,"6,290"
P1-27791PF,Apartment,28,28   Eastern AVE ,PASADENA,,0,1.00 (1 0 0 0),,$500.00,,"$1,495","$1,495","$1,495",360,$4.15,1913,1,None,,1-Year,Unfurnished,(626) 484-7006,"7,499"
TR26139231MR,,2449,2449   Via Cielo  ,HACIENDA HEIGHTS,91745,1,1.00 (0 1 0 0),1500,$0.00,,"$1,500","$1,500","$1,500",400,$3.75,1979,1,"Dryer,Dryer Included,Inside,Washer,Washer Included",No,1-Year,Furnished,562-755-9650,"48,218"
GD26138152IT,Condominium,2121,2121   James M Wood BLVD #221,LOS ANGELES,90006,0,1.00 (1 0 0 0),,$0.00,,"$1,500","$1,500","$1,500",460,$3.26,1923,0,Community,,Negotiable,Unfurnished,818-209-7770,"21,307"
