MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
NP25166898MR,Apartment,12,12  S 12th PL ,LONG BEACH,90802,0,1.00 (1 0 0 0),,"$1,000.00",,"$1,050","$1,250","$1,250",600,$2.08,1919,0,"Community,Other",No,1-Year,Unfurnished,949-887-2780,"5,489"
25569897,,1044,1044  N BONNIE BRAE ST #101,LOS ANGELES,90026,1,1.00 (1 0 0 0),,$500.00,,"$1,300","$1,300","$1,300",500,$2.60,1922,0,Community,No,1+Year,Unfurnished,323-782-1260,"7,626"
25557479,,18321,18321   MALDEN ST #4,NORTHRIDGE,91325,0,1.00 (1 0 0 0),,,,"$1,395","$1,395","$1,395",400,$3.49,1959,0,Community,No,1-Year,Unfurnished,213-447-3973,"6,642"
SB25166592MR,Apartment,620,620  W 82nd ST #3,LOS ANGELES,90044,1,1.00 (1 0 0 0),,$0.00,,"$1,450","$1,450","$1,450",456,$3.18,1961,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"9,316"
25570809,Apartment,11472,11472   VENTURA  #2,STUDIO CITY,91604,0,1.00 (1 0 0 0),,,,"$1,495","$1,495","$1,495",200,$7.48,1941,1,None,Call,1+Year,Unfurnished,818-640-3863,"6,250"
25570489,,6827,6827   Leland Ave #7,Los Angeles,90028,0,1.00 (1 0 0 0),,,,"$1,500","$1,500","$1,500",525,$2.86,,1,Community,Call,"1+Year,12 Months",Unfurnished,323-443-6005,0
25570539,,3051,3051   Leeward Ave #111,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,500","$1,500","$1,500",450,$3.33,1926,0,Community,Yes,1+Year,Unfurnished,213-285-7934,"7,752"
25570545,,3051,3051   Leeward Ave #211,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,500","$1,500","$1,500",450,$3.33,1926,0,Community,Yes,1+Year,Unfurnished,213-285-7934,"7,752"
25570547,,3051,3051   Leeward Ave #208,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,500","$1,500","$1,500",450,$3.33,1926,0,Community,Yes,1+Year,Unfurnished,213-285-7934,"7,752"
25570549,,3051,3051   Leeward Ave #311,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,500","$1,500","$1,500",450,$3.33,1926,0,Community,Yes,1+Year,Unfurnished,213-285-7934,"7,752"
25569939,,1522,1522  W 65th Pl ,Los Angeles,90047,1,1.00 (1 0 0 0),,,,"$1,500","$1,500","$1,500","1,230",$1.22,1924,1,None,No,"1+Year,12 Months",Unfurnished,310-905-7228,"3,968"
25569805,Apartment,649,649  N Rossmore Ave #104,Los Angeles,90004,0,1.00 (1 0 0 0),,,,"$1,523","$1,650","$1,523",450,$3.38,1924,0,Community,Yes,12 Months,Unfurnished,310-710-9361,"6,554"
SR25166241MR,Single Family,15810,15810   Leadwell ST ,VAN NUYS,91406,1,1.00 (1 0 0 0),,$0.00,,"$1,600","$1,600","$1,600",400,$4,2024,0,None,No,1-Year,Furnished,818-438-5346,"9,000"
SR25167682MR,Single Family,6634,6634   Wynne AVE ,RESEDA,91335,1,1.00 (1 0 0 0),,$0.00,100,"$1,600","$1,600","$1,600",400,$4,2022,0,None,No,1-Year,Unfurnished,818-294-0373,"5,941"
SB25166599MR,Apartment,1637,1637  W 227th ST #12,TORRANCE,90501,1,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,650","$1,650",650,$2.54,1978,1,Laundry Area,,1-Year,Unfurnished,424-732-2821,"14,404"
GD25166125IT,,359,359  W Garfield AVE #A,GLENDALE,91204,0,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,650","$1,650",400,$4.13,1921,0,Community,No,1-Year,Unfurnished,818-437-2433,"5,136"
225003799VC,,6213,6213   Whitsett AVE ,NORTH HOLLYWOOD,91606,1,1.00 (1 0 0 0),,,,"$1,700","$1,700","$1,700",,$0,1981,1,"Community,Room",,,,(805) 807-8728,"6,238"
PW25166512MR,Apartment,2236,2236   Lime AVE ,LONG BEACH,90806,1,1.00 (1 0 0 0),,$500.00,,"$1,700","$1,700","$1,700",550,$3.09,1929,0,None,,"1-Year,Negotiable",Unfurnished,714-625-7240,"5,358"
SR25167831MR,Single Family,13349,13349   Cantara ST ,PANORAMA CITY,91402,1,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",441,$3.85,1956,0,None,No,1-Year,Unfurnished,818-232-6104,"8,452"
