MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
OC26145663MR,Condominium,1526,1526  E 9th ST ,LONG BEACH,90813,1,1.00 (1 0 0 0),,$0.00,,"$1,250","$1,250","$1,250",375,$3.33,1944,1,None,No,1-Year,Unfurnished,714-417-7000,"1,836"
PW26144424MR,,12747,12747   Breezewood  ,LA MIRADA,90638,1,1.00 (1 0 0 0),,$0.00,,"$1,400",$500,"$1,400","2,019",$0.69,1960,0,"Gas Dryer Hookup,Inside,Laundry Area,Washer Hookup",No,Month-to-Month,Furnished,714-944-9338,"7,844"
PW26144519MR,Single Family,14829,14829   Longworth Studio Unit A JADU  ,NORWALK,90650,0,0.00 (0 0 0 0),,$0.00,,"$1,400","$1,400","$1,400",346,$4.05,1961,0,None,No,1-Year,Unfurnished,,"5,228"
26855935,,1320,1320  W 37th St ,Los Angeles,90007,12,12.00 (12 0 0 0),,,,"$1,400","$1,400","$1,400","3,080",$0.45,1990,12,In Unit,No,12 Months,Furnished,213-247-4935,"7,263"
226003115VC,Single Family,7022,7022   Nestle AVE ,RESEDA,91335,1,1.00 (1 0 0 0),,,,"$1,400","$1,400","$1,400",237,$5.91,1948,0,,,,Furnished,(818) 403-0506,0
OC26145004MR,Apartment,4986,4986   Southern AVE #B,SOUTH GATE,90280,0,1.00 (1 0 0 0),,$0.00,,"$1,480","$1,400","$1,480",500,$2.96,1947,1,None,No,1-Year,Unfurnished,562-673-3873,"8,512"
PW26107453MR,Apartment,1777,1777   Cerritos AVE #10,LONG BEACH,90813,2,1.00 (1 0 0 0),,$500.00,,"$1,500","$1,500","$1,500",600,$2.50,1923,0,Laundry Area,,1-Year,Unfurnished,562-822-2853,"6,455"
26855967,Single Family,5928,5928  S La Brea Ave ,Los Angeles,90056,1,1.00 (1 0 0 0),,,,"$1,500","$1,500","$1,500",500,$3,1952,1,Inside,No,1+Year,Furnished,818-281-5301,"5,968"
PW26143048MR,Single Family,14527,14527  S Berendo AVE ,GARDENA,90247,1,1.00 (1 0 0 0),,$200.00,,"$1,550","$1,550","$1,550",403,$3.85,1918,0,Inside,,1-Year,Unfurnished,909-345-8461,"6,552"
26855387,Apartment,10540,10540   Balboa Blvd #123,Granada Hills,91344,0,1.00 (1 0 0 0),,,,"$1,550","$1,550","$1,550",450,$3.44,1977,1,"Community,Laundry Area,Room",No,12 Months,Unfurnished,310-826-5595,"53,308"
