MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
MB25279332MR,,6657,6657   Loveland  ,BELL GARDENS,90201,1,1.00 (1 0 0 0),,$0.00 ,50,$800 ,$800 ,$800 ,110,$7.27 ,1947,0,In Closet,No,1-Year,Unfurnished,626-675-2189,"8,565"
DW25277609MR,Single Family,2636,2636  S Normandie  ,LOS ANGELES,90007,1,1.00 (1 0 0 0),,$0.00 ,,"$1,200 ","$1,200 ","$1,200 ",200,$6 ,1905,0,Inside,No,1-Year,Unfurnished,323-202-5885,"6,617"
DW25278761MR,Apartment,918,918   Maine  ,LONG BEACH,90813,1,1.00 (1 0 0 0),,$0.00 ,,"$1,350 ","$1,350 ","$1,350 ",625,$2.16 ,1923,0,None,No,1-Year,Unfurnished,562-753-1584,"7,557"
PW25260414MR,Single Family,3711,3711  W 224th  ,TORRANCE,90505,3,2.00 (2 0 0 0),,$0.00 ,,"$1,350 ","$2,700 ","$1,350 ","1,135",$1.19 ,1956,2,Garage,No,1-Year,Furnished,949-872-5359,"5,023"
25622023,Apartment,1540,1540  N Fuller Ave #4,Los Angeles,90046,0,1.00 (1 0 0 0),,$500.00 ,,"$1,395 ","$1,395 ","$1,395 ",,$0 ,1984,1,Community,Yes,1+Year,Unfurnished,310-666-6941,"7,298"
25629639,,1267,1267   Vin Scully Ave #1/4,Los Angeles,90026,0,1.00 (1 0 0 0),,,,"$1,495 ","$1,495 ","$1,495 ",550,$2.72 ,,0,Community,Call,1+Year,Unfurnished,323-443-6005,0
PW25279674MR,,18427,18427   Vincennes  #5,NORTHRIDGE,91325,1,1.00 (1 0 0 0),,$0.00 ,50,"$1,495 ","$1,200 ","$1,495 ","1,097",$1.36 ,1984,2,In Closet,No,Month-to-Month,Unfurnished,,"2,000"
SR25279114MR,Apartment,749,749  S Berendo ST #5,LOS ANGELES,90005,0,1.00 (1 0 0 0),,$0.00 ,50,"$1,550 ","$1,575 ","$1,550 ",626,$2.48 ,1956,1,Community,No,1-Year,Unfurnished,213-445-2277,"8,997"
SR25279110MR,Apartment,749,749  S Berendo ST #3,LOS ANGELES,90005,0,1.00 (1 0 0 0),,$0.00 ,50,"$1,575 ","$1,575 ","$1,575 ",626,$2.52 ,1956,1,Community,No,1-Year,Unfurnished,213-445-2277,"8,997"
SR25278871MR,,3408,3408   SUNSET BLVD #102,LOS ANGELES,90026,0,1.00 (1 0 0 0),,$50.00 ,,"$1,600 ","$1,600 ","$1,600 ",352,$4.55 ,1929,0,Laundry Area,,1-Year,Unfurnished,818-934-3025,"32,194"
PW25278681MR,Apartment,234,234  W 4th ST #B,LONG BEACH,90802,1,1.00 (1 0 0 0),,$0.00 ,,"$1,650 ","$1,650 ","$1,650 ",600,$2.75 ,1906,0,None,,1-Year,Unfurnished,,"2,650"
SB25277336MR,Apartment,10215,10215  S 10th AVE #2,INGLEWOOD,90303,1,1.00 (1 0 0 0),,$0.00 ,,"$1,650 ","$1,650 ","$1,650 ",650,$2.54 ,1956,1,None,No,1-Year,Unfurnished,424-732-2821,"7,829"
WS25277826MR,Apartment,503,503  S 1st ST #3,ALHAMBRA,91801,1,1.00 (1 0 0 0),,$0.00 ,,"$1,680 ","$1,650 ","$1,680 ",610,$2.75 ,1979,2,Laundry Area,No,1-Year,Unfurnished,626-456-2049,"7,039"
DW25279474MR,Apartment,6141,6141   Marbrisa  #D,HUNTINGTON PARK,90255,1,1.00 (1 0 0 0),45,$0.00 ,50,"$1,695 ","$1,695 ","$1,695 ",500,$3.39 ,1906,0,"Laundry Area,Outside",No,"1+Year,1-Year,Month-to-Month",Unfurnished,714-310-7757,"6,667"
GD25278936IT,,10331,10331   Scoville AVE ,SUNLAND,91040,0,1.00 (1 0 0 0),,$0.00 ,,"$1,700 ","$1,700 ","$1,700 ",414,$4.11 ,1925,0,Inside,,1-Year,Unfurnished,818-437-2433,"4,409"
