MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
26670011,,738,738   New Hampshire Ave #104,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,095","$1,095","$1,095",,$0,,0,Community,Yes,12 Months,Unfurnished,310-488-5459,"30,000"
26668059,,4501,4501  S Budlong Ave ,Los Angeles,90037,1,1.00 (1 0 0 0),,,,"$1,250",$0,"$1,250","3,393",$0.37,1912,0,In Unit,Call,"1-Year,Month-to-Month",Furnished,310-402-8958,"7,754"
26668781,,1117,1117  S Westlake Ave #309,Los Angeles,90006,0,1.00 (1 0 0 0),,,,"$1,295","$1,295","$1,295",400,$3.24,1928,0,Community,Yes,12 Months,Unfurnished,310-488-5459,"7,767"
26670233,Apartment,1552,1552   Brockton Ave #4,Los Angeles,90025,0,1.00 (1 0 0 0),,,,"$1,295","$1,295","$1,295",300,$4.32,1960,0,Community,Call,1-Year,Unfurnished,213-713-0372,"6,990"
OC26063906MR,Apartment,2001,2001   Cedar AVE #5,LONG BEACH,90806,0,1.00 (1 0 0 0),,$0.00,,"$1,450","$1,400","$1,450",470,$3.09,1929,0,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,949-275-4440,"9,501"
AR26062538MR,Single Family,8116,8116   Laramie  ,WINNETKA,91306,5,2.00 (2 0 0 0),,$0.00,,"$1,500","$1,500","$1,500","1,733",$0.87,1969,2,Garage,No,"Other,Weekly",Furnished,626-679-1343,"5,205"
PW26063376MR,Apartment,410,410  N Rose AVE ,LONG BEACH,90802,0,1.00 (1 0 0 0),,$500.00,,"$1,550","$1,495","$1,550",450,$3.44,1920,0,Laundry Area,,1-Year,Unfurnished,562-481-7386,"3,140"
26668177,,634,634  S Gramercy Pl #403,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,599","$1,599","$1,599",500,$3.20,1929,0,Community,Yes,1+Year,Unfurnished,310-710-9361,"11,264"
CV26064146MR,Single Family,534,534   Chestnut AVE #4,LONG BEACH,90802,1,1.00 (1 0 0 0),,$500.00,50,"$1,600","$1,600","$1,600",600,$2.67,1922,0,"Community,Laundry Area",,"1+Year,1-Year",Unfurnished,909-257-8154,"7,505"
OC26061985MR,Apartment,419,419   W 5th ST #A,LONG BEACH,90802,1,1.00 (1 0 0 0),,$0.00,,"$1,600","$1,600","$1,600",500,$3.20,1903,0,None,,1-Year,Unfurnished,949-275-4440,"7,458"
26668697,,2763,2763 1/2  Fairmount Ave ,La Crescenta,91214,0,1.00 (1 0 0 0),,,,"$1,650","$1,650","$1,650",400,$4.13,1996,0,In Unit,No,1+Year,Unfurnished,213-435-0073,"5,142"
OC26065921MR,Apartment,14416,14416   Orange  #A,PARAMOUNT,90723,1,1.00 (1 0 0 0),,$100.00,,"$1,690","$1,590","$1,690",800,$2.11,1957,0,Laundry Area,,1-Year,Unfurnished,,800
OC26061824MR,Apartment,419,419  W 5th  #7,LONG BEACH,90802,0,1.00 (1 0 0 0),,$0.00,,"$1,695","$1,695","$1,695",350,$4.84,1903,0,None,,1-Year,Unfurnished,949-275-4440,"7,460"
SB26063475MR,Apartment,401,401  W Wilson AVE #6,GLENDALE,91203,1,1.00 (1 0 0 0),,$0.00,,"$1,699","$1,699","$1,699",650,$2.61,1963,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"6,579"
26670133,,443,443  S Wilton Pl #7,Los Angeles,90020,1,1.00 (1 0 0 0),,,,"$1,700","$1,700","$1,700","19,384",$0.09,1957,1,Community,Call,"1+Year,Negotiable",Unfurnished,213-999-4345,"19,907"
NP26062807MR,Apartment,257,257 1/2 E Orlando Way #257 1/2,COVINA,91723,1,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,750","$1,750",618,$2.83,1957,1,"Community,Other",No,1-Year,Furnished,714-815-4777,"7,800"
26668143,,19115,19115   Bessemer St ,Tarzana,91335,0,1.00 (1 0 0 0),,,,"$1,750","$1,800","$1,750",475,$3.68,2022,0,Inside,Yes,1-Year,Unfurnished,310-820-1343,"7,456"
26662099,,6207,6207   Crenshaw Blvd ,Los Angeles,90043,1,1.00 (1 0 0 0),,,,"$1,795","$1,995","$1,795",750,$2.39,1921,0,Laundry Area,Call,1+Year,Unfurnished,323-389-5432,"10,802"
26668689,,2501,2501  W Redondo Beach Blvd #242,Gardena,90249,1,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",550,$3.27,1971,0,Community,Call,1-Year,Unfurnished,310-880-0082,"77,872"
26668931,,820,820  S St Andrews Pl ,Los Angeles,90005,1,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",670,$2.69,1990,1,Community,No,1+Year,Unfurnished,213-550-9009,"7,502"
BB26063655MR,,2706,2706   Thornton AVE #B,BURBANK,91504,1,1.00 (1 0 0 0),,$500.00,,"$2,000","$1,800","$1,800",380,$4.74,1947,0,"Gas Dryer Hookup,Washer Hookup",,Month-to-Month,Unfurnished,818-823-5783,"8,654"
CV26062175MR,Single Family,6651,6651   Millmark  #A,LONG BEACH,90805,1,1.00 (1 0 0 0),35,$250.00,50,"$1,650","$1,800","$1,800",487,$3.70,1944,3,Gas Or Electric Dryer Hookup,,"1-Year,Negotiable",Unfurnished,818-395-6318,"7,973"
CV26064077MR,Apartment,3357,3357   Butterfield Avenue ,LA VERNE,91750,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",750,$2.47,1969,1,None,No,1-Year,Unfurnished,,750
PW26062182MR,Apartment,4518,4518  S Normandie  #1/2,LOS ANGELES,90037,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",700,$2.64,1936,0,None,No,1-Year,Unfurnished,562-225-5852,"6,370"
DW26063446MR,Apartment,1943,1943   Vista Del Mar  #1,LOS ANGELES,90068,13,8.00 (8 0 0 0),250,$500.00,100,"$1,890","$1,890","$1,890","5,100",$0.37,1981,1,Laundry Area,Yes,"1-Year,Other",Unfurnished,818-941-2990,"6,226"
26667065,,1855,1855  S Victoria Ave #1 & 2,Los Angeles,90019,1,1.00 (1 0 0 0),,,,"$1,895","$1,895","$1,895",776,$2.44,1963,1,None,Call,1-Year,Unfurnished,310-936-2590,"10,890"
RS26066035MR,Apartment,3400,3400  E 67th  #3,LONG BEACH,90805,1,1.00 (1 0 0 0),,$0.00,150,"$1,895","$3,000","$1,895","3,301",$0.57,1956,1,Laundry Area,No,"1+Year,1-Year",Unfurnished,562-843-1843,"6,087"
RS26062016MR,Single Family,9615,9615 1/2  Walnut  ,BELLFLOWER,90706,1,1.00 (1 0 0 0),,$500.00,,"$1,895","$5,500","$1,895",300,$6.32,1959,0,None,,1-Year,Unfurnished,562-572-1615,"12,194"
SR26061904MR,Apartment,7228,7228   Independence  #03,CANOGA PARK,91303,1,1.00 (1 0 0 0),,$0.00,35,"$1,900","$1,900","$1,900",610,$3.11,2009,1,None,No,"1+Year,1-Year,Negotiable",Unfurnished,818-233-5415,"6,387"
SW26064003MR,Apartment,1900,1900  N Bellflower  ,LONG BEACH,90815,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",400,$4.75,2024,0,Inside,No,1-Year,Unfurnished,562-228-6066,"6,583"
SB26065975MR,Condominium,550,550  W Regent ST #137,INGLEWOOD,90301,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",670,$2.91,1972,1,Laundry Area,,1-Year,Unfurnished,424-732-2821,"84,428"
226001352VC,Single Family,18600,18600   Ingomar ST #18598,RESEDA,91335,1,1.00 (1 0 0 0),,,,"$1,980","$1,980","$1,980",500,$3.96,2023,0,,No,,,,"21,394"
26668685,,940,940   Hammond St #4,West Hollywood,90069,0,1.00 (1 0 0 0),,,,"$1,994","$1,994","$1,994",385,$5.18,1949,1,Community,Call,1+Year,Both,310-850-2561,"6,112"
26669807,Apartment,3370,3370  W 83rd St ,Inglewood,90305,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",721,$2.77,1949,1,Community,Call,12 Months,Unfurnished,310-770-9165,"33,282"
26669377,,136,136  W 99th St #136,Los Angeles,90003,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",600,$3.33,2023,1,None,Call,"1+Year,1-Year",Unfurnished,310-922-2935,"5,202"
SR26062934MR,Single Family,7735,7735   Rhea AVE ,RESEDA,91335,1,1.00 (1 0 0 0),,$125.00,25,"$2,000","$2,000","$2,000",429,$4.66,1954,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,,"7,627"
TR26064943MR,Condominium,17056,"17056   Colima Road,  #228",HACIENDA HEIGHTS,91745,1,1.00 (1 0 0 0),,$0.00,100,"$2,000","$2,000","$2,000",612,$3.27,1979,0,"In Kitchen,Laundry Area",No,1-Year,Unfurnished,626-786-3336,0
CV26058728MR,Condominium,17068,17068   Colima RD ,HACIENDA HEIGHTS,91745,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",612,$3.27,1979,1,Community,No,1-Year,Furnished,909-225-5168,"495,443"
RS26063233MR,,4966,4966   Oregon Ave #E,LONG BEACH,90805,2,1.00 (1 0 0 0),,$0.00,,"$2,050","$2,050","$2,050",620,$3.31,2025,0,None,No,1-Year,Unfurnished,562-607-1212,"5,919"
WS26064996MR,,3807,3807   Mohawk ST #A,PASADENA,91107,0,1.00 (0 1 0 0),,$0.00,,"$2,050","$2,050","$2,050",350,$5.86,1940,0,None,No,1-Year,Unfurnished,626-551-1533,"5,249"
26668293,,3192,3192   Queensbury Dr ,Los Angeles,90064,0,1.00 (1 0 0 0),,,,"$2,095","$2,095","$2,095",400,$5.24,1942,0,"Laundry Area,Room",Yes,"1-Year,1+Year",Unfurnished,310-765-7447,400
26667889,,821,821  N Vendome St ,Los Angeles,90026,2,1.00 (1 0 0 0),,,,"$2,095","$2,095","$2,095",700,$2.99,1927,0,Community,No,12 Months,Unfurnished,920-246-3325,"6,885"
SR26061598MR,,2223,2223  E 2nd ST #1,LOS ANGELES,90033,2,1.00 (1 0 0 0),,$0.00,,"$2,095","$2,095","$2,095",600,$3.49,1895,1,Other,No,1-Year,Unfurnished,818-620-2244,"6,654"
26668919,Apartment,233,233  N Berendo St #5,Los Angeles,90004,1,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,095",500,$4.19,2024,10,Laundry Closet Stacked,Call,1+Year,Furnished,818-605-4134,"7,803"
26668615,,5800,5800   Harold Way #304,Los Angeles,90028,0,1.00 (1 0 0 0),,,,"$2,095","$2,095","$2,095",600,$3.49,2016,2,In Unit,Yes,"12 Months,Other",Unfurnished,310-801-1242,"35,124"
26668241,Condominium,15524,15524   Sylvan St ,Van Nuys,91406,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",400,$5.25,2024,0,"Laundry Closet Stacked,In Unit",No,1-Year,Furnished,310-877-1676,0
DW26065947MR,Condominium,1350,1350   W Lambert Rd #120,LA HABRA,90631,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",660,$3.18,1970,2,"Community,Laundry Area",,1-Year,Unfurnished,562-307-0465,660
PW26065411MR,Condominium,505,505   W 5th St #306,LONG BEACH,90802,1,1.00 (1 0 0 0),,$0.00,,"$2,195","$2,195","$2,195",770,$2.85,1987,0,Other,,Month-to-Month,Unfurnished,,"30,000"
26669363,Apartment,508,508  N Kings Rd #5,West Hollywood,90048,0,1.00 (1 0 0 0),,,,"$2,200","$5,495","$2,200",0,$0,1965,0,In Unit,Yes,"1+Year,1-Year",Furnished,310-243-6926,"4,594"
OC26064556MR,Single Family,11231,11231   Pickford ST ,LOS ANGELES,90064,0,1.00 (1 0 0 0),,"$2,000.00",,"$2,200","$2,200","$2,200",450,$4.89,1940,2,"Dryer,Dryer Included,Other,Washer,Washer Included",Yes,1-Year,Unfurnished,949 533 3740,"5,958"
26669769,,323,323  N Virgil Ave #2,Los Angeles,90004,2,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",784,$2.81,1963,0,Community,Call,1+Year,Unfurnished,213-923-0227,"6,736"
26668551,,6212,6212   FULTON AVE #101,VAN NUYS,91401,1,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",803,$2.74,1987,1,"Community,Laundry Area",Yes,1+Year,Unfurnished,310-493-9895,"7,936"
26669567,,5117,5117   Crenshaw Blvd #12,Los Angeles,90043,1,1.00 (1 0 0 0),,,,"$2,200","$2,200","$2,200",,$0,,1,Community,Call,1+Year,Unfurnished,310-691-6199,0
26669029,,45119,45119   Beech Ave #A,Lancaster,93534,2,2.00 (1 0 1 0),,,,"$2,200","$2,200","$2,200",985,$2.23,1981,0,None,Call,"1+Year,12 Months",Unfurnished,213-590-9908,"8,901"
GD26064821IT,Single Family,1206,1206   Mountain View ST ,SAN FERNANDO,91340,1,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",576,$3.82,1948,0,None,,1-Year,Unfurnished,818-281-8812,"6,191"
