MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
WS25261622MR,,1934,1934  W Lincoln  ,LONG BEACH,90810,0,1.00 (0 1 0 0),,$0.00,,$900,$900,$900,200,$4.50,1962,0,None,No,"1+Year,1-Year,Month-to-Month,Negotiable",Unfurnished,626-202-7093,"5,984"
DW25261833MR,,1153,1153  S Westlake  ,LOS ANGELES,90006,1,1.00 (1 0 0 0),,$0.00,50,$950,$950,$950,400,$2.38,1900,1,"Dryer,Dryer Included,Laundry Area,Washer,Washer Included",No,1-Year,Unfurnished,323-533-2381,"5,358"
GD25263243IT,,6711,6711   Saint Estaban  #A,TUJUNGA,91042,0,1.00 (1 0 0 0),,$0.00,,"$1,000","$1,200","$1,000",500,$2,1946,0,None,No,Month-to-Month,Unfurnished,,"10,782"
OC25260586MR,,6828,6828   Miramonte BLVD #B3,LOS ANGELES,90001,1,1.00 (1 0 0 0),,$0.00,,"$1,500","$4,400","$1,200",732,$1.64,2023,2,"Dryer,Dryer Included,In Closet,Washer,Washer Included",No,1-Year,Unfurnished,949-338-5583,"6,152"
25619403,,4834,4834  W 142nd St ,Hawthorne,90250,1,1.00 (1 0 0 0),,,,"$1,250","$1,250","$1,250","1,456",$0.86,1944,0,Community,No,"Negotiable,Month-to-Month",Unfurnished,310-801-8449,"6,661"
SR25247068MR,Single Family,2515,2515   Crest View  #ADU #2,LOS ANGELES,90046,0,1.00 (1 0 0 0),400,$0.00,50,"$1,300","$1,300","$1,300",350,$3.71,1962,0,"Community,Laundry Area,Laundry Closet Stacked,Outside,Stackable W/D Hookup",No,Negotiable,Furnished,818-239-6320,"18,568"
25620469,Single Family,3515,3515   Lifur Ave ,Los Angeles,90032,0,1.00 (1 0 0 0),,$500.00,100,"$1,400","$1,400","$1,400",,$0,1925,0,Laundry Area,Call,1+Year,Unfurnished,818-439-5781,"7,509"
CV25259178MR,Apartment,30,30  N 1st ST #8,ALHAMBRA,91801,0,1.00 (1 0 0 0),,$0.00,,"$1,420","$1,420","$1,420",244,$5.82,1956,0,Community,No,1-Year,Unfurnished,626-391-2149,"14,818"
SB25259797MR,Apartment,12926,12926   Doty AVE #9,HAWTHORNE,90250,0,1.00 (1 0 0 0),,$0.00,,"$1,450","$1,450","$1,450",283,$5.12,1962,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"12,851"
WS25258006MR,Condominium,501,501   Tamarind#F  ,WEST COVINA,91791,1,1.00 (1 0 0 0),,$0.00,,"$1,450","$2,000","$1,450",120,$12.08,2023,2,Laundry Chute,No,1-Year,Unfurnished,626-470-7588,"15,484"
CV25260534MR,Apartment,30,30  N 1st ST #7,ALHAMBRA,91801,0,1.00 (1 0 0 0),,$0.00,,"$1,490","$1,490","$1,490",296,$5.03,1956,0,Community,No,1-Year,Unfurnished,626-391-2149,"14,818"
25620267,,4921,4921   Kester Ave #8,Sherman Oaks,91403,0,1.00 (1 0 0 0),,,,"$1,490","$1,490","$1,490",370,$4.03,2003,1,None,Call,"1+Year,1-Year,Negotiable,Renewal Options",Unfurnished,310-721-1383,"8,324"
25618467,,4025,4025   Palmyra Rd #1,Los Angeles,90008,0,1.00 (1 0 0 0),,,,"$1,495","$1,495","$1,495",400,$3.74,1960,0,Community,Call,1+Year,Unfurnished,310-710-8841,"10,403"
25619007,,571,571   Fairview Ave #35,Los Angeles,90033,0,1.00 (1 0 0 0),,,,"$1,495",$500,"$1,495",,$0,1964,0,Community,Yes,1+Year,Unfurnished,213-797-5559,"16,879"
PW25259099MR,,120,120  E Willard  ,LONG BEACH,90806,1,1.00 (1 0 0 0),,$0.00,,"$1,495","$2,800","$1,495",600,$2.49,1951,0,None,No,1-Year,Unfurnished,562-884-8270,"3,627"
25618517,,14435,14435   Tiara St ,Van Nuys,91401,1,1.00 (1 0 0 0),,,,"$1,550","$1,550","$1,550",580,$2.67,1967,1,Community,Call,1+Year,Unfurnished,818-422-4610,"13,817"
CV25259215MR,Apartment,34,34  N 1st ST #3,ALHAMBRA,91801,0,1.00 (1 0 0 0),,$0.00,,"$1,565","$1,565","$1,565",296,$5.29,1956,0,Community,No,Other,Unfurnished,626-391-2149,"14,818"
