MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
TR26038141MR,,20128,20128   Candleflame CT,WALNUT,91789,1,1.00 (1 0 0 0),,$0.00,,$950,"$1,300",$950,"4,866",$0.20,2002,3,Laundry Area,No,1-Year,Furnished,310-739-6457,"13,876"
WS26024973MR,Apartment,12622,12622   Lambert RD #9,WHITTIER,90602,0,1.00 (1 0 0 0),,$0.00,,"$1,495","$1,395","$1,395",400,$3.49,1954,0,None,No,1-Year,Unfurnished,3236577591,"7,202"
CV26039579MR,,2242,2242   Joan,HACIENDA HEIGHTS,91745,1,1.00 (1 0 0 0),,$400.00,,"$1,400","$1,400","$1,400",400,$3.50,1962,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,626-672-6155,"11,171"
26655003,,101,101   Dudley Ave #304,Venice,90291,0,1.00 (1 0 0 0),,,,"$1,498","$1,498","$1,498",300,$4.99,1914,0,Community,Call,"1+Year,Month-to-Month,Other",Unfurnished,636-375-1479,"6,063"
TR26038126MR,Apartment,4108,4108 3/4  Abner ST,LOS ANGELES,90032,0,1.00 (1 0 0 0),,$0.00,100,"$1,500","$1,500","$1,500",550,$2.73,1961,1,None,,1-Year,Unfurnished,626-419-2424,"21,064"
SB26036969MR,Apartment,1040,1040   Cedar AVE #2,LONG BEACH,90813,1,1.00 (1 0 0 0),,$0.00,40,"$1,550","$1,550","$1,550",650,$2.38,1963,0,Community,No,1-Year,Unfurnished,310-418-7528,"7,485"
26654497,,315,315  N Coronado St,Los Angeles,90026,1,1.00 (1 0 0 0),,,,"$1,575","$1,575","$1,575",0,$0,1929,0,None,No,1-Year,Unfurnished,213-814-9545,"9,558"
DW26038240MR,,2144,2144  E Poppy ST,LONG BEACH,90805,0,1.00 (1 0 0 0),,$0.00,,"$1,600","$1,600","$1,600","2,040",$0.78,1958,0,None,No,1-Year,Unfurnished,562-644-1954,"6,787"
SB26038139MR,,617,617  W 17th,SAN PEDRO,90731,0,1.00 (1 0 0 0),,$0.00,,"$1,600","$1,600","$1,600",350,$4.57,1923,0,None,,1-Year,Unfurnished,310-200-1960,"4,501"
26654463,,5724,5724   La Mirada Ave #A,Los Angeles,90038,1,1.00 (1 0 0 0),,,,"$1,645","$1,795","$1,645",900,$1.83,1912,1,None,Yes,"12 Months,24 Months,Other",Unfurnished,310-923-1550,"7,502"
CV26037755MR,,1464,1464   3rd ST #2,LA VERNE,91750,0,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,650","$1,650",323,$5.11,2025,0,Community,No,1-Year,Unfurnished,,323
MB26037893MR,Apartment,216,216 1/2 N 7th,MONTEBELLO,90640,0,1.00 (1 0 0 0),,$0.00,100,"$1,650","$1,650","$1,650",400,$4.13,1950,0,None,No,1-Year,Unfurnished,562-341-9781,"7,164"
SB26039968MR,Apartment,1327,1327   W 89th St #A,LOS ANGELES,90044,1,1.00 (1 0 0 0),,$0.00,,"$1,650","$3,300","$1,650",350,$4.71,2026,0,"Inside,Laundry Closet Stacked,Other,Stackable W/D Hookup",Yes,"1-Year,Negotiable,Other",Unfurnished,562-524-5888,"2,500"
CV26037822MR,,1464,1464   3rd ST #3,LA VERNE,91750,0,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,650","$1,650",304,$5.43,2025,0,Community,No,1-Year,Unfurnished,,304
26655677,,1034,1034  S Ardmore Ave #7,Los Angeles,90006,1,1.00 (1 0 0 0),,,50,"$1,690","$1,690","$1,690",650,$2.60,1965,1,None,No,1+Year,Unfurnished,213-808-9899,"5,904"
SR26037278MR,Condominium,21800,21800   Schoenborn ST #217,CANOGA PARK,91304,1,1.00 (1 0 0 0),,$300.00,,"$1,700","$1,000","$1,700",511,$3.33,1980,4,Community,,1-Year,Furnished,818-268-8829,"169,910"
SR26037986MR,,5929,5929   Colfax AVE,NORTH HOLLYWOOD,91601,1,1.00 (0 1 0 0),,$0.00,,"$1,700","$1,700","$1,700",310,$5.48,1941,0,Laundry Area,No,1-Year,Furnished,818-470-3738,"7,283"
PW26037142MR,Apartment,1220,1220   Belmont AVE #3C,LONG BEACH,90804,1,1.00 (1 0 0 0),,$600.00,,"$1,700","$1,700","$1,700",500,$3.40,1926,0,"Community,Room",,1-Year,Unfurnished,562-301-7656,"5,543"
