MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
SR25255944MR,,16552,16552   Nearview  ,CANYON COUNTRY,91387,1,1.00 (1 0 0 0),,$0.00,,"$1,050","$1,050","$1,050",550,$1.91,1966,2,Inside,,1-Year,Unfurnished,818-235-7713,"7,705"
25615663,,5729,5729   Carlton Way #1/4,Los Angeles,90028,0,1.00 (1 0 0 0),,,,"$1,395","$1,395","$1,395",300,$4.65,1928,0,"In Unit,Inside",Call,"1+Year,1-Year,12 Months,6 Months,24 Months,Negotiable",Unfurnished,818-577-0476,"7,002"
AR25257586MR,Apartment,2723,2723  S Fremont AVE ,ALHAMBRA,91803,1,1.00 (1 0 0 0),,$0.00,,"$1,400","$1,400","$1,400",550,$2.55,1950,1,None,No,1-Year,Unfurnished,626-841-2387,"7,328"
SB25257452MR,Apartment,620,620  W 82nd ST #3,LOS ANGELES,90044,1,1.00 (1 0 0 0),,$0.00,,"$1,450","$1,450","$1,450",456,$3.18,1961,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"9,316"
TR25255630MR,,1359,1359   Glen Ave ,POMONA,91768,0,1.00 (1 0 0 0),,$0.00,100,"$1,550","$1,550","$1,550",350,$4.43,1964,1,None,No,1-Year,Furnished,626-607-7828,
SR25256163MR,Condominium,20234,20234   Cantara  ,WINNETKA,91306,0,1.00 (1 0 0 0),,$500.00,50,"$1,575","$1,575","$1,575",444,$3.55,1979,1,Community,Yes,1-Year,Unfurnished,818-633-3069,"128,660"
SR25257020MR,Apartment,3819,3819   Stockbridge AVE ,LOS ANGELES,90032,21,22.00 (22 0 0 0),,$0.00,,"$1,600","$1,600","$1,600",620,$2.58,1962,1,Laundry Area,,1-Year,Unfurnished,818-482-7112,"19,411"
DW25257741MR,,1713,1713   Almanac DR ,WEST COVINA,91791,0,1.00 (1 0 0 0),,$100.00,25,"$1,600","$1,800","$1,600",200,$8,1960,0,None,,1-Year,Unfurnished,909-548-9784,
25616967,,7051,7051 1/2  White Oak Ave ,Reseda,91335,1,1.00 (1 0 0 0),,,,"$1,600","$1,600","$1,600",,$0,,0,In Unit,No,1+Year,Unfurnished,323-205-7399,396
25615775,,818,818  E Nutwood St #818 1/4,Inglewood,90301,1,1.00 (1 0 0 0),,,,"$1,650","$1,650","$1,650",750,$2.20,1942,0,Community,Yes,Month-to-Month,Unfurnished,323-868-3993,"4,000"
GD25255991IT,,804,804   Arden  #A,GLENDALE,91202,0,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,650","$1,650",302,$5.46,2024,0,Inside,No,1-Year,Unfurnished,818-437-2433,"5,937"
25617539,,611,611  S Cloverdale Ave #106,Los Angeles,90036,0,1.00 (1 0 0 0),,,,"$1,690","$1,690","$1,690",400,$4.23,1929,0,Community,No,"1-Year,1+Year,12 Months",Unfurnished,323-823-8797,"7,805"
SB25256482MR,Apartment,14817,14817   Sylvan ST #1,VAN NUYS,91411,1,1.00 (1 0 0 0),,$0.00,,"$1,695","$1,695","$1,695",600,$2.83,1977,1,Laundry Area,,1-Year,Unfurnished,424-732-2821,"8,758"
PW25254870MR,Condominium,455,455  E Ocean  #410,LONG BEACH,90802,0,1.00 (1 0 0 0),200,"$2,000.00",100,"$1,695","$1,695","$1,695",398,$4.26,1923,0,Community,No,1-Year,Unfurnished,949-510-2370,"19,950"
25609203,,428,428  S Wilton Pl #5,Los Angeles,90020,1,1.00 (1 0 0 0),,,,"$1,700","$1,700","$1,700",,$0,1960,1,Community,Call,1-Year,Unfurnished,213-399-8658,"7,627"
25616715,,1148,1148   Magnolia Ave ,Los Angeles,90006,0,1.00 (1 0 0 0),,,,"$1,700","$1,700","$1,700",0,$0,1905,0,None,Call,1+Year,Unfurnished,213-248-8973,"5,252"
25616521,,10721,10721   AQUA VISTA ST #3,TOLUCA LAKE,91602,1,1.00 (1 0 0 0),,,,"$1,700","$2,000","$1,700",650,$2.62,1924,1,Laundry Area,Call,"1+Year,12 Months",Unfurnished,818-522-2862,"5,168"
25616093,,744,744   Chestnut Ave #10,Long Beach,90813,1,1.00 (1 0 0 0),,,,"$1,725","$1,725","$1,725",700,$2.46,1959,0,Community,Call,1+Year,Unfurnished,805-402-5737,"7,495"
GD25257337IT,Apartment,228,228  S Kenwood ST #208,GLENDALE,91205,1,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,750","$1,750",475,$3.68,1927,0,Community,No,1-Year,Unfurnished,818-437-2433,"7,497"
SR25255563MR,Single Family,7044,7044   Bevis  ,VAN NUYS,91405,1,1.00 (1 0 0 0),,$200.00,,"$1,750","$1,750","$1,750","2,160",$0.81,1958,0,Inside,,1-Year,Unfurnished,818-355-7000,"6,463"
TR25255680MR,,731,731  S Almansor  ,ALHAMBRA,91801,1,1.00 (1 0 0 0),250,$0.00,50,"$1,750","$1,750","$1,750",500,$3.50,1953,0,None,No,"1+Year,1-Year,Negotiable",Furnished,626-437-3219,"7,503"
WS25256732MR,Single Family,220,220   N Saratoga  ,EAST LOS ANGELES,90033,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$2,000","$1,800",900,$2,1907,0,Outside,No,1-Year,Unfurnished,626-376-8808,"3,879"
SR25258492MR,Apartment,11906,11906   Hart  #6,NORTH HOLLYWOOD,91605,1,1.00 (1 0 0 0),,$300.00,50,"$1,700","$1,800","$1,800",750,$2.40,1980,2,Other,,1-Year,Unfurnished,818-203-4766,"7,453"
P1-24868PF,Apartment,230,230  N Hollywood WAY #C,BURBANK,91505,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",375,$4.80,1955,1,None,No,1-Year,Unfurnished,(818) 239-2554,"2,600"
P1-24871PF,Single Family,10510,10510   Mather AVE ,SUNLAND,91040,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$3,600","$1,800",550,$3.27,1937,0,None,,1-Year,Unfurnished,(818) 406-9453,"7,000"
MB25256327MR,Apartment,4345,4345   Woodlawn  ,LOS ANGELES,90011,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",360,$5,2025,0,Community,No,1-Year,Furnished,323-253-5456,"7,021"
OC25257500MR,Apartment,4710,4710   Fisher  ,EAST LOS ANGELES,90022,1,1.00 (1 0 0 0),,$200.00,,"$1,800","$1,800","$1,800",180,$10,2025,0,None,,1-Year,Unfurnished,714-654-0713,"5,506"
GD25257468IT,,10516,10516   Jardine AVE #1/2,SUNLAND,91040,1,1.00 (1 0 0 0),,$300.00,,"$1,800","$1,800","$1,800",600,$3,2015,0,"Dryer,Dryer Included,Room,Washer,Washer Included",,1-Year,Unfurnished,818-720-4196,"5,512"
AR25254824MR,,5707,5707   Baldwin  ,TEMPLE CITY,91780,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",472,$3.81,1948,1,None,No,1-Year,Unfurnished,626-487-0820,"9,097"
25617895,Single Family,812,812  S Gramercy Dr ,Los Angeles,90005,1,1.00 (1 0 0 0),,,,"$1,850","$2,000","$1,850",400,$4.63,,2,Inside,No,1+Year,Both,310-713-2812,"7,501"
25617691,,4103,4103  S Hoover St ,Los Angeles,90037,1,1.00 (1 0 0 0),,,,"$1,850","$1,990","$1,850",700,$2.64,1914,1,Community,Call,"1+Year,1-Year,12 Months,24 Months",Unfurnished,213-434-2433,"6,541"
DW25255720MR,Apartment,13425,13425   Vanowen  #1,VAN NUYS,91405,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850","11,909",$0.16,1964,0,None,No,1-Year,Unfurnished,323-314-1405,"16,756"
SR25258716MR,,5851,5851   Harold Way #1,HOLLYWOOD,90028,0,1.00 (1 0 0 0),,$150.00,,"$1,875","$1,875","$1,875",500,$3.75,1954,1,Laundry Area,,1-Year,Unfurnished,818-416-0309,"8,752"
SR25253170MR,Apartment,4424,4424   Woodman AVE #101,SHERMAN OAKS,91423,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895",500,$3.79,1971,0,"Community,On Upper Level,Room",,1-Year,Unfurnished,818-288-5956,"24,335"
25618041,,2637,2637  S Centinela Ave #13,Santa Monica,90405,0,1.00 (1 0 0 0),,,,"$1,895","$1,895","$1,895",400,$4.74,1961,1,Community,Call,"1+Year,12 Months",Unfurnished,424-258-4651,"24,318"
