MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
TR26156258MR,,409,409  S Marguerita AVE ,ALHAMBRA,91803,1,1.00 (1 0 0 0),,$0.00,,$950,"$1,500",$950,120,$7.92,1988,0,Inside,No,Other,Furnished,909-282-0628,"16,218"
CV26156914MR,,1575,1575  W 35th  ,LOS ANGELES,90018,1,1.00 (1 0 0 0),,$0.00,,$995,$600,$995,"8,655",$0.11,2021,0,Laundry Area,No,1-Year,Furnished,626-217-3578,"6,802"
MB26158219MR,Apartment,795,795   47  ,LOS ANGELES,90022,1,1.00 (1 0 0 0),,$0.00,25,"$1,275","$1,400","$1,275",350,$3.64,2014,1,None,No,1-Year,Furnished,323-385-6508,"6,767"
PW26160155MR,Apartment,730,730   Atlantic AVE ,LONG BEACH,90813,0,1.00 (1 0 0 0),,$300.00,,"$1,295","$1,395","$1,295",310,$4.18,1920,0,None,,1-Year,Unfurnished,,"5,001"
OC26156996MR,Apartment,2001,2001   Cedar AVE #13,LONG BEACH,90806,1,1.00 (1 0 0 0),,$0.00,,"$1,300","$1,300","$1,300",320,$4.06,1929,0,None,,1-Year,Unfurnished,949-275-4440,"9,501"
OC26156849MR,Apartment,718,718   Chestnut AVE #15,LONG BEACH,90813,1,1.00 (1 0 0 0),,$0.00,,"$1,350","$1,350","$1,350",325,$4.15,1923,0,None,,1-Year,Unfurnished,949-275-4440,"5,744"
SB26158733MR,,30,30  N Cordova  ,ALHAMBRA,91801,1,1.00 (1 0 0 0),,$0.00,100,"$1,400","$1,400","$1,400",550,$2.55,1922,1,"Inside,Room",No,1-Year,Unfurnished,310 707-3600,"7,679"
OC26156850MR,Apartment,718,718   Chestnut AVE #12,LONG BEACH,90813,1,1.00 (1 0 0 0),,$0.00,,"$1,400","$1,400","$1,400",349,$4.01,1923,0,None,,1-Year,Unfurnished,949-275-4440,"5,744"
PW26157728MR,Apartment,16826,16826  S Western  ##3C,GARDENA,90247,1,1.00 (1 0 0 0),,$400.00,,"$1,400","$1,000","$1,400",300,$4.67,1926,0,None,No,"1-Year,Negotiable",Unfurnished,714-625-7240,"5,188"
OC26156952MR,Apartment,2300,2300   Oak ST ,SANTA MONICA,90405,3,2.00 (2 0 0 0),,$0.00,,"$1,450","$1,500","$1,450","1,100",$1.32,1965,1,Community,No,1-Year,,310-962-9994,"9,109"
