MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
SW25163186MR,Single Family,9100,9100  S Denker AVE ,LOS ANGELES,90047,1,1.00 (1 0 0 0),,$100.00,45,"$1,000","$1,000","$1,000","1,746",$0.57,1936,0,None,No,1-Year,Unfurnished,951-801-9669,"6,750"
WS25162478MR,,1330,1330   Winston AVE ,SAN MARINO,91108,0,1.00 (1 0 0 0),,$0.00,,"$1,250","$1,350","$1,250",390,$3.21,1927,1,Laundry Area,,1-Year,,626-377-2369,"7,440"
25568171,,738,738   New Hampshire Ave #206,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,295","$1,295","$1,295",,$0,,0,Community,Yes,12 Months,Unfurnished,310-488-5459,"30,000"
25567413,,11318,11318   Miranda St ,North Hollywood,91601,15,16.00 (16 0 0 0),,,,"$1,325","$1,325","$1,325","6,466",$0.20,2020,0,In Unit,No,1-Year,Unfurnished,213-610-2424,"8,246"
25567021,,621,621  S Gramercy Pl #205,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,384","$1,499","$1,384",550,$2.52,1929,0,Community,Yes,12 Months,Unfurnished,310-710-9361,"11,201"
CV25163936MR,,954,954   N Gibbs ST ,POMONA,91767,0,1.00 (1 0 0 0),,$0.00,,"$1,450","$1,450","$1,450",350,$4.14,1910,0,None,No,1-Year,Unfurnished,,"9,239"
DW25160427MR,OwnYourOwn,1218,1218   Arapahoe St ,LOS ANGELES,90006,31,24.00 (24 0 0 0),,$0.00,,"$1,500","$46,500","$1,500","10,314",$0.15,2022,10,"Gas Or Electric Dryer Hookup,Washer Hookup",,"1+Year,1-Year,Negotiable",Unfurnished,562-417-2653,"7,250"
DW25160505MR,,823,823   78th ST #1/2,LOS ANGELES,90044,0,1.00 (1 0 0 0),,"$1,600.00",,"$1,600","$1,600","$1,600",250,$6.40,1913,1,"Community,Laundry Area",,1-Year,Unfurnished,562-250-7151,"7,003"
25566617,Apartment,524,524  W Vernon Ave ,Los Angeles,90037,0,1.00 (1 0 0 0),,,,"$1,600","$1,600","$1,600",500,$3.20,1904,0,None,Call,1+Year,Unfurnished,424-313-2744,"7,248"
PW25164160MR,Single Family,4845,4845   Coldbrook AVE ,LAKEWOOD,90713,0,1.00 (1 0 0 0),,$0.00,,"$1,600","$1,600","$1,600",600,$2.67,2023,0,"Dryer,Dryer Included,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",No,1-Year,Unfurnished,310-739-8272,"1,000"
SB25163556MR,Apartment,10234,10234   Woodworth AVE #5,INGLEWOOD,90303,1,1.00 (1 0 0 0),,$0.00,,"$1,600","$1,600","$1,600",650,$2.46,1956,2,None,No,1-Year,Unfurnished,424-732-2821,"6,799"
CV25162054MR,,709,709  W Glendon  ,ALHAMBRA,91803,1,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,650","$1,650",500,$3.30,1938,1,Room,No,1-Year,Unfurnished,310-818-1207,"8,248"
GD25162393IT,Apartment,131,131  S Jackson ST #204,GLENDALE,91205,0,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,600","$1,650",500,$3.30,1926,0,"Community,Laundry Area",No,1-Year,Unfurnished,818-437-2433,"7,600"
SB25160850MR,Apartment,3710,3710   Garnet ST #223,TORRANCE,90503,0,1.00 (1 0 0 0),,$0.00,,"$1,675","$1,675","$1,675",372,$4.50,1968,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"42,403"
SR25160939MR,Apartment,6931,6931 3/4  Amigo Avenue ,RESEDA,91335,1,1.00 (0 1 0 0),,$0.00,,"$1,700","$1,700","$1,700",300,$5.67,1996,0,None,,1-Year,Unfurnished,818-439-2537,"8,752"
GD25160632IT,Condominium,2121,2121   James M Wood BLVD #221,LOS ANGELES,90006,0,1.00 (1 0 0 0),,$300.00,120,"$1,700","$1,700","$1,700",460,$3.70,1923,0,Community,,Negotiable,Unfurnished,818-209-7770,"21,307"
BB25152107MR,Single Family,11138,11138   Vanowen  ,NORTH HOLLYWOOD,91605,0,1.00 (1 0 0 0),,$0.00,200,"$1,700","$1,700","$1,700",380,$4.47,1944,1,"Dryer,Dryer Included,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",Yes,1-Year,Unfurnished,818-795-1454,"5,087"
BB25160878MR,,3117,3117   Harmony PL #A,LA CRESCENTA,91214,0,1.00 (1 0 0 0),,$500.00,,"$1,795","$1,500","$1,795",500,$3.59,1955,0,Washer Hookup,,1-Year,Unfurnished,818-818-0351,"9,645"
PW25164083MR,Apartment,3569,3569   Mulford AVE ,LYNWOOD,90262,5,4.00 (4 0 0 0),14,$450.00,45,"$1,795","$1,795","$1,795","2,684",$0.67,1950,0,None,,1-Year,Unfurnished,562-805-9063,"9,001"
PW25156932MR,,2851,2851  E Vista ST ,LONG BEACH,90803,0,1.00 (1 0 0 0),,$200.00,200,"$1,800","$1,800","$1,800",400,$4.50,1992,0,"Laundry Area,Laundry Closet Stacked,Stackable W/D Hookup",,1-Year,Unfurnished,562-824-4846,
WS25159699MR,Apartment,15815,15815   Landmark DR #6,WHITTIER,90604,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",675,$2.67,1963,1,Community,No,1-Year,Unfurnished,626-348-1863,"8,407"
25567857,,109,109   Brooks Ave #1,Venice,90291,0,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",275,$6.55,1965,0,Community,Yes,Month-to-Month,Unfurnished,310-985-9889,"2,248"
25567869,,1155,1155  S La Jolla Ave ,Los Angeles,90035,0,1.00 (1 0 0 0),,,,"$1,850","$2,500","$1,850",400,$4.63,1935,0,In Unit,No,1+Year,Furnished,310-499-3579,"6,255"
CV25162738MR,,12137,12137   Emery ST #B,EL MONTE,91732,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$1,850","$1,850",500,$3.70,1960,1,Garage,,1-Year,Unfurnished,909-235-0120,"7,040"
25567187,,4052,4052  W 103rd St ,Inglewood,90304,1,1.00 (1 0 0 0),,,,"$1,850","$1,850","$1,850",600,$3.08,1948,1,None,Yes,1+Year,Unfurnished,310-666-2246,"5,860"
