MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
CV26127788MR,,885,885  N Eleanor  ,POMONA,91767,1,1.00 (1 0 0 0),,$0.00,,"$1,100","$1,100","$1,100","2,504",$0.44,1911,0,Laundry Area,No,1-Year,Unfurnished,626-482-5913,"9,956"
MB26128898MR,,2150,2150  E 87  ,LOS ANGELES,90002,1,1.00 (1 0 0 0),,$0.00,,"$1,200",$800,"$1,200",650,$1.85,1970,0,None,No,1-Year,Unfurnished,626-675-2189,"16,714"
GD26130062IT,Apartment,3422,3422   Fletcher DR #1/4,LOS ANGELES,90065,0,1.00 (1 0 0 0),,$0.00,,"$1,300","$1,300","$1,300","53,406",$0.02,1990,1,None,No,1-Year,Unfurnished,818-437-2433,"37,439"
AR26130181MR,,4030,4030  E Live Oak AVE #105,ARCADIA,91006,0,1.00 (1 0 0 0),,$500.00,100,"$1,400","$2,400","$1,400",260,$5.38,2002,13,None,,1-Year,Furnished,626-625-3131,"21,765"
26846799,,2256,2256   Cambridge St #14,Los Angeles,90006,2,16.00 (16 0 0 0),,,,"$1,445","$1,445","$1,445","9,392",$0.15,1928,0,"Laundry Area,Outside",No,"1+Year,1-Year,12 Months",Unfurnished,310-765-7447,"5,908"
AR26128316MR,Apartment,1421,1421  S Valencia ST ,LOS ANGELES,90015,0,1.00 (1 0 0 0),,$500.00,100,"$1,460","$1,480","$1,460",390,$3.74,1924,0,None,,1-Year,Unfurnished,626-482-2255,"4,000"
PW26131394MR,Apartment,406,406   Linden AVE #15,LONG BEACH,90802,0,1.00 (1 0 0 0),,$0.00,,"$1,495","$1,495","$1,495",400,$3.74,1917,0,Laundry Area,,1-Year,Unfurnished,,"5,015"
26846913,,10716,10716   Francis Pl #16,Los Angeles,90034,0,1.00 (1 0 0 0),,,,"$1,500","$1,500","$1,500",450,$3.33,1957,1,Community,No,1+Year,Unfurnished,310-714-0646,"12,341"
PW26129230MR,,15005,15005   Indiana  ,PARAMOUNT,90723,1,1.00 (0 1 0 0),,$0.00,,"$1,500","$1,500","$1,500",240,$6.25,1981,1,None,No,"1-Year,Negotiable,Other",Unfurnished,,"26,390"
SR26128888MR,,1147,1147  W Avenue H11  ,LANCASTER,93534,0,1.00 (1 0 0 0),,$0.00,,"$1,500","$1,500","$1,500",400,$3.75,1955,1,None,,1-Year,Unfurnished,661-400-7009,"6,539"
26848047,Apartment,639,639  S Cochran Ave #109,Los Angeles,90036,0,1.00 (1 0 0 0),,,,"$1,525","$1,525","$1,525",425,$3.59,1940,0,Community,No,12 Months,Unfurnished,310-927-7959,"7,800"
