MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
V1-33671VC,Apartment,4705,4705   Groves PL #A,SOMIS,93066,1,1.00 (1 0 0 0),,$200.00 ,200,$300 ,$0 ,$300 ,800,$0.38 ,1978,0,None,,Negotiable,Furnished,(805) 298-2532,"5,000"
PW25272707MR,Condominium,323,323  W 4th ST #304,LONG BEACH,90802,1,1.00 (1 0 0 0),,$0.00 ,,"$1,150 ","$1,300 ","$1,150 ",364,$3.16 ,1923,0,None,No,1-Year,Unfurnished,562-477-1489,"7,501"
25625123,Apartment,946,946  S Burlington Ave #201,Los Angeles,90006,0,1.00 (1 0 0 0),,,,"$1,295 ","$1,295 ","$1,295 ",450,$2.88 ,1922,0,Community,No,1+Year,Unfurnished,310-770-8815,"7,419"
25625185,,2133,2133   Carmona Ave #2133 1/4,Los Angeles,90016,0,1.00 (0 0 1 0),,,,"$1,350 ","$1,350 ","$1,350 ",230,$5.87 ,2019,0,None,Call,1+Year,Unfurnished,323-325-1441,"6,050"
25626133,,661,661   Shatto Pl #102,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,400 ","$1,400 ","$1,400 ",550,$2.55 ,1922,0,"Community,Laundry Area",Yes,1+Year,Unfurnished,310-770-8815,"10,925"
25626459,,5526,5526   Franklin Ave #1/2,Los Angeles,90028,0,1.00 (0 1 0 0),,,,"$1,450 ","$1,450 ","$1,450 ",450,$3.22 ,,0,None,Call,1+Year,Unfurnished,818-277-1689,"8,000"
RS25271845MR,,6179,6179   Oak Crest ,LOS ANGELES,90042,1,1.00 (1 0 0 0),,$0.00 ,,"$1,450 ","$1,450 ","$1,450 ",450,$3.22 ,1913,0,Inside,No,1-Year,Unfurnished,323-8557279,"13,503"
SR25271169MR,Apartment,14059,14059   Foothill  #7,SYLMAR,91342,1,1.00 (1 0 0 0),,$0.00 ,,"$1,450 ","$1,450 ","$1,450 ",700,$2.07 ,1955,1,None,No,1-Year,Unfurnished,,"10,719"
SB25270072MR,Apartment,4329,4329  E 55th ST #E,MAYWOOD,90270,1,1.00 (1 0 0 0),,$0.00 ,,"$1,500 ","$1,500 ","$1,500 ",350,$4.29 ,1963,1,None,No,1-Year,Furnished,424-732-2821,"8,954"
DW25272921MR,,2721,2721   Tyler  ,EL MONTE,91733,0,1.00 (1 0 0 0),,$0.00 ,150,"$1,550 ","$1,550 ","$1,550 ","1,827",$0.85 ,1954,0,None,No,1-Year,Unfurnished,323-216-0951,"7,145"
25625327,,5555,5555   Carlton Way #17,Los Angeles,90028,0,1.00 (1 0 0 0),,,,"$1,595 ","$1,595 ","$1,595 ",750,$2.13 ,1967,1,"Laundry Area,Community",Yes,"1+Year,12 Months,Other",Unfurnished,310-923-1550,"17,624"
25625819,,7524,7524   Sepulveda Blvd #206,Van Nuys,91405,1,1.00 (1 0 0 0),,,,"$1,597 ","$1,597 ","$1,597 ",,$0 ,1963,0,Community,Call,1+Year,Unfurnished,310-710-0601,"13,333"
CV25271776MR,Single Family,17145,17145   Glenhope  ,LA PUENTE,91744,1,1.00 (1 0 0 0),,$500.00 ,100,"$1,600 ","$1,600 ","$1,600 ",400,$4 ,1956,0,None,,1-Year,Unfurnished,6262574922,"6,404"
IG25270925MR,Apartment,1532,1532   New AVE #8,SAN GABRIEL,91776,1,1.00 (1 0 0 0),,$0.00 ,,"$1,600 ","$1,600 ","$1,600 ",600,$2.67 ,1959,1,Community,No,1-Year,Unfurnished,951-232-2200,"10,392"
OC25271201MR,Apartment,641,641   Ward  ,LA HABRA,90631,1,1.00 (1 0 0 0),,$0.00 ,,"$1,610 ","$1,600 ","$1,610 ",650,$2.48 ,1964,0,None,Yes,1-Year,Unfurnished,9495612288,100
SB25270606MR,Apartment,12926,12926   Doty AVE #10,HAWTHORNE,90250,1,1.00 (1 0 0 0),,$0.00 ,,"$1,650 ","$1,650 ","$1,650 ",416,$3.97 ,1962,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"12,851"
SR25270826MR,,3408,3408  W Sunset Boulevard #103,SILVER LAKE,90026,0,1.00 (1 0 0 0),,$50.00 ,,"$1,650 ","$1,650 ","$1,650 ",532,$3.10 ,1929,0,Laundry Area,,1-Year,Unfurnished,818-934-3025,"32,194"
SR25272240MR,Apartment,7011,7011   Vassar AVE #9,CANOGA PARK,91303,1,1.00 (1 0 0 0),,$0.00 ,,"$1,650 ","$1,650 ","$1,650 ",500,$3.30 ,1987,2,Community,,1-Year,Unfurnished,818-581-6608,"9,378"
SR25272722MR,,3408,3408   W Sunset Blvd #111,SILVER LAKE,90026,0,1.00 (1 0 0 0),,$50.00 ,,"$1,650 ","$1,650 ","$1,650 ",352,$4.69 ,1929,0,Laundry Area,,1-Year,Unfurnished,818-934-3025,"32,194"
25625359,Apartment,1757,1757  N Kingsley Dr #213,Los Angeles,90027,0,1.00 (1 0 0 0),,,,"$1,650 ","$1,650 ","$1,650 ",325,$5.08 ,1968,0,Laundry Area,Call,1+Year,Unfurnished,310-428-8981,"18,102"
25624859,,148,148  N Normandie Ave #3,Los Angeles,90004,1,1.00 (1 0 0 0),,,,"$1,695 ","$1,695 ","$1,695 ",700,$2.42 ,1964,1,Community,Call,1+Year,Unfurnished,310-770-8815,"5,502"
25624705,,947,947  S Westmoreland Ave #310,Los Angeles,90006,1,1.00 (1 0 0 0),,,,"$1,695 ","$1,695 ","$1,695 ",650,$2.61 ,1962,1,"Laundry Area,Community",No,1+Year,Unfurnished,310-770-8815,"11,846"
SR25272115MR,Apartment,6105,6105  S Hobart BLVD #1/2,LOS ANGELES,90047,1,1.00 (1 0 0 0),,$0.00 ,,"$1,695 ",$999 ,"$1,695 ",460,$3.68 ,2024,0,"Dryer,Dryer Included,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",No,1-Year,Unfurnished,,"6,442"
SR25272006MR,Apartment,330,330  W Laurel ST #C,COMPTON,90220,1,1.00 (1 0 0 0),,$0.00 ,,"$1,700 ","$1,700 ","$1,700 ",500,$3.40 ,1958,1,"Community,Laundry Area",No,1-Year,Unfurnished,818-731-8167,"1,100"
25626309,,320,320  S Hobart Blvd #8,Los Angeles,90020,1,1.00 (1 0 0 0),,,,"$1,700 ","$1,700 ","$1,700 ",720,$2.36 ,1959,1,Community,No,1+Year,Unfurnished,213-249-8949,"9,254"
BB25271890MR,,2653,2653  S Cloverdale AVE #1/2,LOS ANGELES,90016,1,1.00 (1 0 0 0),,$0.00 ,,"$1,750 ","$1,750 ","$1,750 ",500,$3.50 ,1928,0,"Dryer,Dryer Included,In Kitchen,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",,1-Year,Unfurnished,323-481-7592,"4,808"
25626035,,1249,1249  S Grand Ave #517,Los Angeles,90015,0,1.00 (1 0 0 0),,,,"$1,787 ","$2,150 ","$1,787 ",566,$3.16 ,2017,1,In Unit,Yes,"12 Months,1-Year",Unfurnished,213-879-9519,"21,625"
25626353,,5659,5659   Dairy Ave ,Long Beach,90805,1,1.00 (1 0 0 0),,,,"$1,795 ","$2,000 ","$1,795 ",560,$3.21 ,1948,3,"In Unit,In Kitchen",Yes,"1-Year,Month-to-Month",Unfurnished,310-902-5103,"5,144"
GD25270590IT,Condominium,1128,1128  N Edgemont ST #6,LOS ANGELES,90029,1,1.00 (1 0 0 0),,$0.00 ,,"$1,800 ","$1,800 ","$1,800 ",600,$3 ,1957,2,"Community,Laundry Area",,1-Year,Unfurnished,818-415-1516,"7,221"
DW25271826MR,Apartment,1355,1355  W 49th  ,LOS ANGELES,90037,1,1.00 (1 0 0 0),,$0.00 ,,"$1,800 ","$1,800 ","$1,800 ",706,$2.55 ,1923,0,"Inside,Laundry Closet Stacked,Room,Stackable W/D Hookup",,1-Year,Unfurnished,323-712-5012,"5,987"
