MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
WS25233357MR,,433,433 433  Martelo  ,PASADENA,91107,1,1.00 (1 0 0 0),,$250.00,50,$950,$500,$975,"3,659",$0.27,1890,0,None,,"1+Year,1-Year,Month-to-Month,Negotiable",,6264191617,"15,470"
TR25232565MR,,4021,4021 4023 W 165th  ,LAWNDALE,90260,1,1.00 (1 0 0 0),,$0.00,250,"$1,000","$2,000","$1,000",110,$9.09,1988,1,Other,No,1-Year,Unfurnished,909-967-4525,"5,202"
82024010ML,,103,103  E Tamarack AVE #2,Inglewood,90301,1,1.00 (1 0 0 0),,,,"$1,000","$1,000","$1,000","1,000",$1,1927,,None,,Deposit Required,,,"7,684"
25600687,,738,738   New Hampshire Ave #208,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,295","$1,295","$1,295",,$0,,0,Community,Yes,12 Months,Unfurnished,310-488-5459,"30,000"
25600667,,1117,1117  S Westlake Ave #105,Los Angeles,90006,0,1.00 (1 0 0 0),,,,"$1,395","$1,395","$1,395",400,$3.49,1928,0,Community,Yes,12 Months,Unfurnished,310-488-5459,"7,767"
P1-24417PF,,232,232  S Berendo ST ,LOS ANGELES,90004,0,1.00 (1 0 0 0),,$0.00,,"$1,525","$1,525","$1,525",430,$3.55,1925,0,None,,1-Year,Unfurnished,(323) 821-3969,"8,950"
25601653,,11472,11472   VENTURA  #6,STUDIO CITY,91604,0,1.00 (1 0 0 0),,,,"$1,595","$1,595","$1,595",380,$4.20,1941,1,None,Yes,1+Year,Furnished,818-640-3863,"6,248"
25601903,,613,613  S Prairie Ave #10,Inglewood,90301,0,0.00 (0 0 0 0),,,,"$1,597","$1,597","$1,597",,$0,1955,0,None,Call,1+Year,Unfurnished,310-710-0601,"8,255"
BB25231316MR,Apartment,611,611  E Santa Anita  #G,BURBANK,91501,1,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,650","$1,650",450,$3.67,1953,1,Community,No,1-Year,Unfurnished,818-399-4066,"7,716"
DW25231809MR,,8734,8734 1/4  Ramsgate AVE ,LOS ANGELES,90045,0,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,650","$1,650",360,$4.58,2024,0,"Laundry Closet Stacked,Stackable W/D Hookup",No,1-Year,Unfurnished,323-202-5885,"6,822"
PW25230694MR,,1758,1758 1/2 W 36th ST #B,LOS ANGELES,90018,1,1.00 (1 0 0 0),,$500.00,,"$1,750","$1,750","$1,650",420,$3.93,2024,0,None,,1-Year,Furnished,3236429367,"4,172"
25600957,,320,320  S Ardmore Ave #120,Los Angeles,90020,0,1.00 (1 0 0 0),,,,"$1,685","$1,900","$1,685",368,$4.58,1973,1,Community,Yes,"1-Year,Negotiable",Unfurnished,213-550-9009,"43,946"
25601321,,6736,6736   Woodley Ave #20,Van Nuys,91406,1,1.00 (1 0 0 0),,,,"$1,695","$1,695","$1,695",600,$2.83,1979,1,Community,Yes,1+Year,Unfurnished,310-922-6691,"25,222"
GD25229713IT,Apartment,131,131  S Jackson ST #308,GLENDALE,91205,0,1.00 (1 0 0 0),,$0.00,,"$1,695","$1,695","$1,695",500,$3.39,1926,0,"Community,Laundry Area",No,1-Year,Unfurnished,818-437-2433,"7,600"
25602259,,6661,6661   Lindenhurst Ave ,Los Angeles,90048,0,1.00 (1 0 0 0),,,,"$1,695","$1,695","$1,695",400,$4.24,1928,0,"In Closet,In Unit,Inside,In Living Room",Yes,"1+Year,1-Year,12 Months,6 Months,Month-to-Month,Negotiable",Both,310-993-4595,"10,077"
25586505,Apartment,443,443  S Wilton Pl #9,Los Angeles,90020,1,1.00 (1 0 0 0),,,,"$1,700","$1,700","$1,700",,$0,1957,1,Community,Call,1+Year,Unfurnished,213-999-4345,"19,907"
SR25232419MR,,11118,11118   Woodley  ,GRANADA HILLS,91344,0,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700","1,700",$1,1955,0,Laundry Area,,1-Year,Unfurnished,818-644-3282,
25601905,,154,154  N Sycamore Ave #1,Los Angeles,90036,0,1.00 (1 0 0 0),,,,"$1,750","$1,750","$1,750",650,$2.69,1941,0,Community,No,1+Year,Unfurnished,310-433-0056,"7,819"
CV25229834MR,Apartment,414,414  N San Gabriel AVE #1,AZUSA,91702,1,1.00 (1 0 0 0),,$500.00,,"$1,760","$2,000","$1,760",750,$2.35,1959,2,None,No,1-Year,Unfurnished,626-975-4104,"1,000"
MB25230017MR,Apartment,7650,7650   Bright  #E,WHITTIER,90602,1,1.00 (1 0 0 0),,$0.00,,"$1,775","$1,775","$1,775",750,$2.37,1973,1,Laundry Area,No,Other,Unfurnished,323-541-6143,"5,098"
25601299,,6640,6640   Woodley Ave #101,Van Nuys,91406,1,1.00 (1 0 0 0),,$500.00,,"$1,795","$1,950","$1,795",675,$2.66,1978,1,Community,Yes,1+Year,Unfurnished,310-922-6691,0
25601611,Apartment,840,840  S Bedford St #4,Los Angeles,90035,0,1.00 (0 1 0 0),,,,"$1,800","$1,950","$1,800",,$0,1957,1,In Unit,Call,1-Year,Unfurnished,310-918-3527,"10,200"
DW25230577MR,Apartment,6529,6529   Washington AVE ,WHITTIER,90601,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",900,$2,1928,0,None,,1-Year,,949-531-2064,"7,000"
PW25230717MR,Single Family,5923,5923   Haas AVE #1/2,LOS ANGELES,90047,0,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,000","$1,800",450,$4,2025,0,"Gas Dryer Hookup,Washer Hookup",No,1-Year,Unfurnished,310-614-9099,"4,246"
PW25229640MR,Apartment,1054,1054  E Artesia BLVD #4,LONG BEACH,90805,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",570,$3.16,1953,0,None,No,"1-Year,Negotiable",Unfurnished,714-625-7240,"7,891"
TR25232260MR,Apartment,1307,1307   Jacqueline  #B,POMONA,91768,2,1.00 (1 0 0 0),,$500.00,,"$1,800","$1,800","$1,800",800,$2.25,1962,0,None,,1-Year,Unfurnished,626-823-0684,"8,477"
DW25231434MR,Single Family,304,304  W Cedar ST #a,COMPTON,90220,1,1.00 (1 0 0 0),,$300.00,,"$1,850","$1,850","$1,850",400,$4.63,1923,0,"Laundry Area,Other,Outside",,1-Year,Unfurnished,323-974-6173,"5,000"
25601273,,443,443  S Wilton Pl #22,Los Angeles,90020,1,1.00 (1 0 0 0),,,,"$1,850","$1,850","$1,850",,$0,1957,1,Community,Call,1+Year,Unfurnished,213-999-4345,"19,907"
25601179,,443,443  S Wilton Pl #17,Los Angeles,90020,1,1.00 (1 0 0 0),,,,"$1,850","$1,850","$1,850",,$0,1957,1,Community,Call,1+Year,Unfurnished,213-999-4345,"19,907"
TR25231787MR,Apartment,3733,3733   Durfee  #7,EL MONTE,91732,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$2,000","$1,895",600,$3.16,1964,1,Inside,,1-Year,Unfurnished,,"17,743"
WS25232361MR,,12226,12226  E Valley BLVD ,EL MONTE,91732,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900","1,560",$1.22,1939,1,Community,No,1-Year,Unfurnished,626-348-1863,"20,473"
SR25229781MR,Single Family,4428,4428   Stansbury Ave ,SHERMAN OAKS,91423,0,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",400,$4.75,1945,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Unfurnished,818-331-9135,"6,005"
WS25215118MR,Apartment,13534,13534   Ramona BLVD #E,BALDWIN PARK,91706,2,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",850,$2.29,1963,0,"Community,Laundry Area",No,1-Year,Unfurnished,3236577591,"13,963"
IV25228623MR,Apartment,11934,11934   Runnymede ST #3,NORTH HOLLYWOOD,91605,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",650,$3,1950,2,Laundry Area,,1+Year,Furnished,951-892-2855,"7,500"
DW25207847MR,Single Family,1208,1208  E 22nd ST ,LOS ANGELES,90011,2,2.00 (1 0 1 0),,$0.00,,"$1,975","$2,200","$1,975",912,$2.17,1903,0,None,No,1-Year,Unfurnished,323-712-5012,"5,803"
SB25197667MR,,2265,2265  W 236th PL #A,TORRANCE,90501,0,1.00 (1 0 0 0),,$0.00,,"$1,975","$1,975","$1,975",400,$4.94,1955,0,None,No,1-Year,,310-753-7016,"5,311"
WS25233893MR,Apartment,1621,1621  S Atlantic  #B,ALHAMBRA,91803,1,1.00 (1 0 0 0),,$0.00,,"$1,980","$1,980","$1,980",540,$3.67,1925,0,"Dryer,Dryer Included,In Kitchen,Room,Washer,Washer Included",,1-Year,Unfurnished,626-823-0067,"11,393"
25600201,,326,326  S Almont Dr ,Beverly Hills,90211,0,1.00 (1 0 0 0),,,,"$1,985","$1,985","$1,985",450,$4.41,1926,1,In Unit,Call,1+Year,Unfurnished,424-704-3373,"5,998"
25601313,,6640,6640   Woodley Ave #210,Van Nuys,91406,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",900,$2.22,1978,1,"Community,Room",Yes,1+Year,Unfurnished,310-922-6691,0
25601849,,2346,2346   Elmgrove St  #1/2,Los Angeles,90031,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",400,$4.99,,0,In Unit,Call,"1+Year,1-Year",Unfurnished,310-721-3595,"5,100"
25602467,,959,959  S Soto St ,Los Angeles,90023,2,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995","1,000",$2.00,1962,1,None,Yes,12 Months,Unfurnished,310-710-9361,"6,486"
SR25224441MR,Apartment,6335,6335   Whitsett Ave #20,VALLEY GLEN,91606,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$1,995","$1,995",800,$2.49,1959,1,Community,Yes,1-Year,Unfurnished,818-439-3602,"31,850"
OC25230447MR,Apartment,3430,3430   Elm Ave #14,LONG BEACH,90807,2,2.00 (1 0 1 0),,$95.00,,"$2,100","$1,900","$1,995",850,$2.35,1962,0,Community,,1-Year,Unfurnished,,"13,439"
OC25232923MR,Apartment,3430,3430   Elm Ave #12,LONG BEACH,90807,2,1.00 (1 0 0 0),,$95.00,,"$1,995","$1,900","$1,995",850,$2.35,1962,0,Community,,1-Year,Unfurnished,,"13,439"
PV25231182MR,Apartment,21006,21006   Henrietta  #G,TORRANCE,90503,1,1.00 (1 0 0 0),,$100.00,,"$1,995","$1,995","$1,995",512,$3.90,1948,3,Community,,1-Year,Unfurnished,,"7,686"
25600447,,5460,5460   White Oak Ave #G310,Encino,91316,0,1.00 (1 0 0 0),,,,"$1,997","$1,997","$1,997",712,$2.80,1971,0,"Laundry Area,Community",Call,1+Year,Unfurnished,310-500-5621,"406,432"
25601133,,852,852   11th St  #B,Santa Monica,90403,0,1.00 (1 0 0 0),,$500.00,,"$1,999","$1,999","$1,999",,$0,,0,Community,Yes,Negotiable,Unfurnished,310-694-2813,"7,500"
IG25232603MR,,621,621   FRANDALE  ,LA PUENTE,91744,1,1.00 (1 0 0 0),,$0.00,50,"$2,200","$2,000","$2,000",400,$5,2025,0,None,No,1-Year,Unfurnished,9092475470,"1,000"
PW25233940MR,,424,424   Almond  ,LONG BEACH,90802,2,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",700,$2.86,1913,1,None,,1-Year,Unfurnished,562 208-5662,"4,920"
SB25229556MR,Apartment,959,959  N Acacia  ,COMPTON,90220,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$2,000",400,$5,2023,0,None,,1-Year,Unfurnished,310-717-7277,"9,343"
