MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
OC26167631MR,Single Family,4276,4276   Maxson,EL MONTE,91732,4,5.00 (5 0 0 0),,$0.00,,"$1,150","$1,150","$1,150",300,$4,1948,0,"Community,Laundry Area",No,1-Year,Unfurnished,714-720-5447,"10,783"
26867399,,227,227  S Bonnie Brae St,Los Angeles,90057,0,1.00 (1 0 0 0),,,,"$1,195","$1,199","$1,195",,$0.00,1956,0,None,Call,1+Year,Unfurnished,310-924-7244,"7,213"
26866449,,805,805  E 21st St,Los Angeles,90011,0,1.00 (1 0 0 0),,,,"$1,350","$1,350","$1,350",400,$3,2008,1,Other,No,1+Year,Unfurnished,213-494-8501,"7,506"
OC26166355MR,,1104,1104  E 7th ST,LOS ANGELES,90021,0,1.00 (1 0 0 0),,$0.00,,"$1,395","$1,395","$1,395",400,$3.49,1924,0,Inside,No,1-Year,Unfurnished,714-801-9831,"9,181"
WS26149582MR,Combo - Res &amp; Com,11427,11427 3/4  Garvey AVE,EL MONTE,91732,0,1.00 (1 0 0 0),,$0.00,,"$1,395","$1,395","$1,395",260,$5.37,1949,1,None,,1-Year,Unfurnished,3236577591,"10,724"
OC26166275MR,Single Family,501,501  E 21st ST,LONG BEACH,90806,1,1.00 (1 0 0 0),,$0.00,,"$1,400","$1,400","$1,400",400,$3.50,1916,1,"Gas Dryer Hookup,Laundry Area,Outside",No,1-Year,Unfurnished,714-855-8184,"2,801"
PV26169946MR,,17032,17032   *17034 Wilton,TORRANCE,90504,0,1.00 (1 0 0 0),,$500.00,,"$1,400","$1,400","$1,400",250,$5.60,1954,0,"Dryer,Dryer Included,Electric Dryer Hookup,Hookup - Electric,Inside,Washer,Washer Included",,1-Year,,,"5,102"
26866247,Apartment,1351,1351  S Cochran Ave #10,Los Angeles,90019,0,1.00 (1 0 0 0),,,,"$1,980","$1,980","$1,450",450,$3.22,1950,0,None,No,"12 Months,1+Year",Unfurnished,310-905-7228,"5,040"
WS26149618MR,Apartment,12115,12115 1/4  Morehouse ST #7,EL MONTE,91732,0,1.00 (1 0 0 0),,$0.00,,"$1,450","$1,450","$1,450",450,$3.22,1951,0,None,No,1-Year,Unfurnished,3236577591,"8,526"
PW26168842MR,Apartment,627,627   Linden AVE #18,LONG BEACH,90802,0,1.00 (1 0 0 0),,$300.00,,"$1,475","$1,350","$1,475",350,$4.21,1947,0,Laundry Area,,1-Year,Unfurnished,,"7,537"
26866221,Apartment,5336,5336   Monroe St #6,Los Angeles,90038,0,1.00 (1 0 0 0),,,,"$1,495","$1,495","$1,495",,$0.00,1923,0,Community,Call,1+Year,Unfurnished,323-547-4260,"3,000"
26866317,Apartment,5336,5336   Monroe St #3,Los Angeles,90038,0,1.00 (1 0 0 0),,,,"$1,495","$1,495","$1,495",,$0.00,1923,0,Community,Call,1+Year,Unfurnished,323-547-4260,"3,000"
26866843,,613,613  S Prairie Ave #5,Inglewood,90301,0,1.00 (1 0 0 0),,,,"$1,497","$1,497","$1,497",,$0.00,1955,0,None,Call,1+Year,Unfurnished,310-710-0601,"8,255"
26868069,Apartment,345,345  W 45th St #4,Los Angeles,90037,1,1.00 (1 0 0 0),,,,"$1,500","$1,500","$1,500",498,$3.01,1911,0,None,Call,"1+Year,12 Months,24 Months",Unfurnished,310-625-9005,"5,405"
PW26165811MR,Apartment,551,551  W 10th  #10,LONG BEACH,90813,0,1.00 (1 0 0 0),,$500.00,,"$1,500","$1,500","$1,500",600,$2.50,1923,0,None,,1-Year,Unfurnished,562-822-2853,"7,251"
26868057,Apartment,345,345  W 45th St #7,Los Angeles,90037,1,1.00 (1 0 0 0),,,,"$1,500","$1,500","$1,500",498,$3.01,1911,0,None,Call,"1+Year,12 Months,24 Months",Unfurnished,310-625-9005,"5,405"
PW26166110MR,Apartment,7134,7134   Granger AVE #7,BELL GARDENS,90201,1,1.00 (1 0 0 0),,$0.00,,"$1,550","$1,550","$1,550",480,$3.23,1940,0,None,,1-Year,Unfurnished,323-403-7782,"14,549"
OC26167965MR,Apartment,319,319   Hermosa AVE #2,LONG BEACH,90802,1,1.00 (1 0 0 0),,$0.00,,"$1,590","$1,590","$1,590",407,$3.91,1933,0,None,,1-Year,Unfurnished,949-275-4440,"6,280"
