MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
CV26000543MR,Apartment,34,34  N 1st ST #2,ALHAMBRA,91801,0,1.00 (1 0 0 0),,$0.00,,"$1,400","$1,400","$1,400",296,$4.73,1956,0,Community,No,1-Year,Unfurnished,626-391-2149,"14,816"
SB26012174MR,,523,523   1/2 W 78th Street ,LOS ANGELES,90044,0,1.00 (1 0 0 0),,$0.00,,"$1,400","$1,400","$1,400",250,$5.60,1913,0,Garage,No,1-Year,Unfurnished,323-413-5406,"7,003"
26640305,Apartment,3427,3427   12th Ave ,Los Angeles,90018,1,1.00 (1 0 0 0),,,,"$1,450","$1,450","$1,450",630,$2.30,1937,1,None,No,1+Year,Unfurnished,310-990-9951,"5,302"
26639577,,630,630  S Kenmore Ave #100,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$1,395","$1,495","$1,495",550,$2.72,1928,0,Community,Yes,"1+Year,12 Months,1-Year",Unfurnished,310-818-3246,"15,019"
26639923,,805,805  E 21st St #1st floor,Los Angeles,90011,0,1.00 (1 0 0 0),,,,"$1,500","$1,500","$1,500",400,$3.75,2008,1,Community,No,1+Year,Unfurnished,213-494-8501,"7,506"
WS26014539MR,Single Family,2687,2687   Pepperdale  ,ROWLAND HEIGHTS,91748,1,1.00 (1 0 0 0),,$0.00,50,"$1,501","$1,500","$1,501",200,$7.51,1988,0,Outside,No,1-Year,Furnished,626-566-1087,"15,785"
SR26011575MR,Condominium,18530,18530   Hatteras Street #209,TARZANA,91356,1,1.00 (1 0 0 0),,$0.00,,"$1,575","$1,575","$1,575",647,$2.43,1978,1,"Community,Laundry Area,On Upper Level,Room",No,1-Year,Unfurnished,323-776-3829,"84,802"
WS26010235MR,Single Family,4251,4251   Filhurst  ,BALDWIN PARK,91706,1,1.00 (1 0 0 0),,$0.00,,"$1,600","$1,600","$1,600",300,$5.33,1947,0,Inside,No,1-Year,Unfurnished,626-470-7588,"7,180"
TR26012273MR,Apartment,4108,4108 1/4  Abner ST ,LOS ANGELES,90032,0,1.00 (1 0 0 0),,$0.00,100,"$1,600","$1,600","$1,600",550,$2.91,1961,0,None,,1-Year,Unfurnished,626-419-2424,"21,064"
CV26011116MR,Combo - Res &amp; Com,10621,10621 1/2  Garvey AVE #5,EL MONTE,91733,1,1.00 (1 0 0 0),,$0.00,25,"$1,600","$1,650","$1,600",600,$2.67,1929,0,None,No,1-Year,Unfurnished,626-255-4854,"17,147"
DW26010511MR,Single Family,6641,6641   El Cortez  ,BELL GARDENS,90201,1,1.00 (1 0 0 0),,$0.00,,"$1,600","$1,600","$1,600",420,$3.81,1949,0,None,No,1-Year,Unfurnished,562-577-1104,"13,501"
GD26014606IT,Apartment,16226,16226   Vanowen ST #211,VAN NUYS,91406,1,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,600","$1,650",526,$3.14,1985,1,Community,No,1-Year,Unfurnished,818-437-2433,"16,704"
GD26014615IT,Apartment,16226,16226   Vanowen ST #209,VAN NUYS,91406,1,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,600","$1,650",600,$2.75,1985,1,Community,No,1-Year,Unfurnished,818-437-2433,"16,704"
CV26000591MR,Apartment,32,32  N 1st ST #A,ALHAMBRA,91801,1,1.00 (1 0 0 0),,$0.00,,"$1,675","$1,675","$1,675",522,$3.21,1956,0,Community,No,1-Year,Unfurnished,626-391-2149,"14,818"
GD26013126IT,Apartment,3335,3335   Triangle PL #A,GLENDALE,91208,0,1.00 (1 0 0 0),,$0.00,,"$1,695","$1,695","$1,695",400,$4.24,1958,0,Laundry Area,,1-Year,,818-860-3177,"5,664"
26638585,,2029,2029   E.10th  ,Los Angeles,90804,2,1.00 (1 0 0 0),,,,"$1,995","$1,695","$1,695",,$0,,1,None,No,"1+Year,1-Year",Unfurnished,310-765-7447,800
GD26008624IT,,15414,15414   Kinzie ST ,NORTH HILLS,91343,0,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",370,$4.59,2025,0,None,No,1-Year,Unfurnished,818-335-7078,"5,362"
AR26011894MR,Apartment,10037,10037   Samoa AVE #16,TUJUNGA,91042,1,1.00 (1 0 0 0),,$0.00,25,"$1,700","$1,700","$1,700",550,$3.09,1986,4,"Laundry Area,Room",,1-Year,Unfurnished,626-665-3457,"14,263"
SB26014002MR,,2561,2561   Santa Ana ST #1/2,HUNTINGTON PARK,90255,0,1.00 (1 0 0 0),,$0.00,,"$1,700","$1,700","$1,700",450,$3.78,1927,0,None,,1-Year,Unfurnished,,"5,664"
PW26013639MR,,12701,12701   Cranbrook  #C,HAWTHORNE,90250,1,1.00 (1 0 0 0),,$0.00,,"$1,725","$1,725","$1,725",620,$2.78,1941,1,Community,,1-Year,Unfurnished,7149368900,"6,688"
SR26013783MR,,10639,10639   Halbrent AVE ,MISSION HILLS,91345,0,1.00 (1 0 0 0),3500,$0.00,25,"$1,750",$500,"$1,750",400,$4.38,2018,0,None,No,Month-to-Month,Unfurnished,818-205-7363,"7,152"
