MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
25578959,,3191,3191   Casitas Ave ,Los Angeles,90039,0,0.00 (0 0 0 0),,,,$6,$0,$6,"41,644",$0.00,1946,82,None,No,Negotiable,Both,213-631-8788,"59,422"
AR25182425MR,Single Family,1224,1224  W 35th ST ,LOS ANGELES,90007,4,4.00 (4 0 0 0),200,$0.00,,"$1,090","$1,300","$1,090","1,600",$0.68,2017,2,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Furnished,626-482-2255,"7,500"
25579185,,507,507   Loma  #103,Los Angeles,90017,0,1.00 (1 0 0 0),,,,"$1,295","$1,295","$1,295",,$0,,0,Community,Yes,12 Months,Unfurnished,310-488-5459,"25,000"
OC25182434MR,,424,424  W Burnett ST #A,LONG BEACH,90806,0,1.00 (1 0 0 0),,$0.00,,"$1,495","$1,495","$1,495",325,$4.60,2021,0,None,No,1-Year,Unfurnished,714-478-6851,"4,040"
PW25182943MR,Condominium,734,734   Linden AVE #10,LONG BEACH,90813,1,1.00 (1 0 0 0),,$0.00,,"$1,595","$1,595","$1,595",613,$2.60,1956,0,Other,No,Month-to-Month,Unfurnished,,"7,461"
25579217,Apartment,1319,1319   Stanley Ave #7,Glendale,91206,0,1.00 (1 0 0 0),,,,"$1,600","$1,600","$1,600",,$0,1963,1,Community,Call,"1+Year,1-Year",Unfurnished,619-808-6567,"13,748"
25577863,,1416,1416   Helen Dr #A,Los Angeles,90063,1,1.00 (1 0 0 0),,,,"$2,200","$2,200","$1,600",600,$2.67,1939,2,Garage,Call,1+Year,Unfurnished,323-422-7886,"4,213"
CV25184966MR,Combo - Res &amp; Com,10627,10627 1/2  Garvey AVE #6,EL MONTE,91733,1,1.00 (1 0 0 0),,$0.00,25,"$1,650","$1,650","$1,650",600,$2.75,1929,0,None,No,1-Year,Unfurnished,626-255-4854,"17,147"
25579451,,17614,17614   Bromley St ,Encino,91316,0,1.00 (0 1 0 0),,$500.00,,"$1,690","$1,690","$1,690",600,$2.82,,0,"In Unit,Inside",Call,"1+Year,1-Year,12 Months",Unfurnished,818-462-1626,"5,504"
25579931,Apartment,11680,11680  W OHIO AVE #104,LOS ANGELES,90025,0,1.00 (1 0 0 0),,,,"$1,695","$1,695","$1,695",450,$3.77,1959,0,Community,Yes,1+Year,Unfurnished,310-438-5885,"7,000"
