MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
26828593,Apartment,1608,1608  W 36th Pl ,Los Angeles,90018,0,1.00 (1 0 0 0),,,,"$1,000","$1,000","$1,000",150,$6.67,2020,0,Laundry Area,No,1+Year,Unfurnished,213-509-7468,"5,131"
26828641,,1735,1735  N Gramercy Pl #202,Los Angeles,90028,0,1.00 (1 0 0 0),,,,"$1,375","$1,375","$1,375",400,$3.44,1923,0,Community,No,12 Months,Unfurnished,310-927-7959,"10,178"
26829469,,428,428  S Grand View St #100,Los Angeles,90057,0,1.00 (1 0 0 0),,,,"$1,590","$1,590","$1,490",,$0,1989,1,Laundry Area,Call,1+Year,Unfurnished,310-923-2898,"25,000"
SR26097002MR,Apartment,6018,6018   Hazelhurst PL #14,NORTH HOLLYWOOD,91606,0,1.00 (1 0 0 0),,$0.00,,"$1,495","$1,495","$1,495",650,$2.30,1957,0,Community,,1-Year,Unfurnished,818-620-2244,"16,322"
26830113,,217,217  S Tower Dr #2,Beverly Hills,90211,0,1.00 (1 0 0 0),,,,"$1,500","$1,500","$1,500",300,$5,1939,0,Community,No,"1+Year,Negotiable",Unfurnished,310-702-2041,"6,506"
DW26097119MR,Single Family,7028,7028   Marbrisa  ,HUNTINGTON PARK,90255,0,1.00 (1 0 0 0),,$500.00,25,"$1,500","$1,500","$1,500",500,$3,1915,0,None,,"Month-to-Month,Other",Unfurnished,213-216-4282,"8,537"
PF26095263PF,Apartment,14154,14154   Roscoe  ,PANORAMA CITY,91402,0,1.00 (1 0 0 0),,$250.00,35,"$1,550","$1,550","$1,550",450,$3.44,1950,0,None,,1-Year,Unfurnished,949-220-4538,"8,402"
26829347,Apartment,1032,1032  S Burlington Ave #1032 1/2,Los Angeles,90006,1,1.00 (1 0 0 0),,$350.00,,"$1,550","$1,550","$1,550",,$0,1923,0,None,Call,"Negotiable,1+Year",Unfurnished,310-467-1870,"2,387"
WS26077447MR,Apartment,516,516  E Lomita AVE #9,GLENDALE,91205,0,1.00 (1 0 0 0),,$0.00,,"$1,595","$1,595","$1,595",500,$3.19,1950,0,Community,No,1-Year,Unfurnished,3236577591,"14,109"
WS26094593MR,Single Family,18556,18556   Bryant  ,NORTHRIDGE,91324,1,1.00 (1 0 0 0),,$0.00,50,"$1,600","$1,600","$1,600",350,$4.57,2026,0,Other,,1-Year,Furnished,213-458-0344,"5,743"
CV26097280MR,Single Family,773,773   San Francisco AVE ,POMONA,91767,1,1.00 (1 0 0 0),,$0.00,,"$1,500","$1,500","$1,600",400,$4,1895,484,Garage,,1-Year,,408-677-1888,484
SB26098860MR,,1637,1637   Cota AVE ,TORRANCE,90501,1,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,825","$1,650",460,$3.59,1923,1,"Laundry Area,Outside",No,1-Year,Unfurnished,310-953-1406,"3,217"
PF26095063PF,Single Family,24001,24001   Bessemer  ,WOODLAND HILLS,91367,0,1.00 (1 0 0 0),,$250.00,35,"$1,650","$1,650","$1,650",400,$4.13,1962,0,In Closet,,1-Year,Unfurnished,949-220-4538,"11,691"
GD26098412IT,Apartment,228,228  S Kenwood ST #303,GLENDALE,91205,0,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,650","$1,650",440,$3.75,1927,0,Community,,1-Year,Unfurnished,818-437-2433,"7,497"
SR26097745MR,Apartment,12203,12203   Magnolia  #210,VALLEY VILLAGE,91607,0,1.00 (1 0 0 0),,$500.00,25,"$1,690","$2,495","$1,690",600,$2.82,1977,2,Laundry Area,,1-Year,Unfurnished,818-389-7800,"20,000"
OC26099113MR,Condominium,5500,5500   Ackerfield AVE #310,LONG BEACH,90805,1,1.00 (1 0 0 0),,$100.00,,"$1,695","$1,595","$1,695",641,$2.64,1968,1,Community,,1-Year,Unfurnished,,"172,811"
26829655,,7925,7925   Vineland Ave #19,Sun Valley,91352,1,1.00 (1 0 0 0),,,,"$1,700","$1,700","$1,700",,$0,,1,"Laundry Area,Community",No,1-Year,Unfurnished,213-422-9176,"5,000"
