MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
TR25267749MR,Single Family,12047,12047   Deana ST ,EL MONTE,91732,1,1.00 (1 0 0 0),,$0.00,50,$800,"$1,600",$800,"2,070",$0.39,2007,2,Garage,No,1+Year,Furnished,626-643-5778,"3,285"
WS25266794MR,Single Family,4249,4249   Filhurst Ave ,BALDWIN PARK,91706,1,1.00 (1 0 0 0),,$0.00,,$950,$950,$950,100,$9.50,1947,1,Outside,No,1-Year,Unfurnished,626-470-7588,"7,180"
CV25267016MR,,736,736   School  ,EAST LOS ANGELES,90022,1,1.00 (1 0 0 0),,$0.00,25,"$1,050","$1,050","$1,050",120,$8.75,1923,0,None,No,1-Year,Unfurnished,626-705-5547,"6,668"
OC25266317MR,,1616,1616  S Norton  ,LOS ANGELES,90019,6,7.00 (6 0 1 0),,$500.00,100,"$1,100","$1,100","$1,100","2,250",$0.49,1913,0,"Dryer,Dryer Included,Laundry Area,Washer,Washer Included",,"1+Year,1-Year",Furnished,213-573-9957,"6,885"
SR25266960MR,,3408,3408  W Sunset  #106,LOS ANGELES,90026,0,1.00 (1 0 0 0),,$50.00,,"$1,500","$1,500","$1,500",352,$4.26,1929,0,Community,,1-Year,Unfurnished,818-934-3025,
WS25268457MR,,8607,8607   dunlap crossing road  ,PICO RIVERA,90660,0,1.00 (0 1 0 0),,$500.00,,"$1,500","$1,500","$1,500",440,$3.41,1918,0,Inside,Yes,"1+Year,1-Year",Furnished,626-786-3841,"13,204"
P1-25070PF,,1115,1115  S Wilton PL #A,LOS ANGELES,90019,1,1.00 (1 0 0 0),,$0.00,,"$1,600","$1,600","$1,600",400,$4,1912,0,Other,,1-Year,Unfurnished,(818) 306-7351,"10,201"
DW25268355MR,,1321,1321   Sombrero  #adu,MONTEREY PARK,91754,0,1.00 (1 0 0 0),,$500.00,,"$1,650","$1,000","$1,650",249,$6.63,1961,0,In Kitchen,,1-Year,,310-437-9833,"19,684"
SR25266230MR,Condominium,6150,6150   Hazeltine  #1/2,VAN NUYS,91401,1,1.00 (1 0 0 0),,$0.00,,"$1,650","$1,650","$1,650","7,152",$0.23,1948,0,Laundry Area,,1-Year,Unfurnished,818-268-2410,"15,730"
25622963,Condominium,826,826   Coriander Dr #C,Torrance,90502,1,1.00 (1 0 0 0),,,,"$1,650","$3,300","$1,650",593,$2.78,1973,1,Community,Call,"1+Year,12 Months,24 Months",Unfurnished,310-848-9984,"296,208"
WS25267422MR,Apartment,1349,1349   Altadena DR #B,PASADENA,91107,1,1.00 (1 0 0 0),,$0.00,,"$1,495","$1,650","$1,650",600,$2.75,1964,1,None,No,1-Year,Unfurnished,626-348-1863,"5,999"
225005768VC,,6213,6213   Whitsett AVE ,NORTH HOLLYWOOD,91606,1,1.00 (1 0 0 0),,,,"$1,680","$1,600","$1,680",,$0,1981,1,"Community,Room",,,Furnished,(805) 807-8728,"6,238"
25623023,,272,272  N Topanga Cyn #3,Topanga,90290,0,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,695",,$0,,1,None,Call,Month-to-Month,Furnished,,0
WS25266785MR,Loft,9659,9659   Woodruff Ave #B,TEMPLE CITY,91780,1,1.00 (1 0 0 0),200,$0.00,50,"$1,700","$1,700","$1,700",380,$4.47,1930,0,Gas Or Electric Dryer Hookup,No,1-Year,Unfurnished,626-823-9066,"6,027"
SR25266966MR,Apartment,970,970   Elden  #3,LOS ANGELES,90006,1,1.00 (1 0 0 0),,$0.00,,"$1,725","$1,725","$1,725",650,$2.65,1954,1,Community,No,1-Year,Unfurnished,323-395-1982,"8,551"
SB25266898MR,Apartment,26027,26027   Narbonne AVE #B,LOMITA,90717,1,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,750","$1,750",432,$4.05,1936,1,None,No,1-Year,Unfurnished,424-732-2821,"13,167"
SR25267979MR,Apartment,6745,6745   Laurel Canyon  #205,NORTH HOLLYWOOD,91606,1,1.00 (1 0 0 0),,$300.00,30,"$1,800","$1,800","$1,800",500,$3.60,1985,2,None,,1-Year,Unfurnished,,"5,751"
AR25264458MR,,127,127  N Canyon BLVD ,MONROVIA,91016,0,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",320,$5.63,1922,1,"Dryer,Dryer Included,In Closet,Washer,Washer Included",,1-Year,Unfurnished,626-215-4462,"6,377"
25624159,,451,451  S La Peer Dr #2,Beverly Hills,90211,1,1.00 (1 0 0 0),,,,"$1,895",$30,"$1,895",,$0,1926,0,Laundry Area,Call,Negotiable,Unfurnished,310-991-1826,"4,796"
25623327,Apartment,10438,10438   Santa Monica Blvd #8,Los Angeles,90025,1,1.00 (1 0 0 0),,,,"$1,895","$1,895","$1,895",600,$3.16,1949,0,None,Call,1-Year,Unfurnished,213-713-0372,"5,111"
RS25267599MR,,1285,1285   South Dunsmuir  ,LOS ANGELES,90019,1,1.00 (1 0 0 0),,$500.00,,"$1,895","$1,895","$1,895",500,$3.79,1935,1,Inside,,Negotiable,Unfurnished,562-235-9152,"7,323"
25624247,,233,233  N PARK VIEW ST #9,LOS ANGELES,90026,2,2.00 (2 0 0 0),,,,"$1,949","$1,949","$1,949",690,$2.82,1966,0,"In Unit,Laundry Area",Yes,1-Year,Unfurnished,213-447-3973,"7,441"
OC25268290MR,,4026,4026   Jackson  ,CULVER CITY,90232,2,1.00 (1 0 0 0),200,$0.00,125,"$1,950","$1,800","$1,950","1,699",$1.15,1925,0,In Kitchen,No,"1-Year,Negotiable,Other",Furnished,949-254-4663,"3,610"
PW25264512MR,Apartment,1327,1327   Douglas ST ,LOS ANGELES,90026,1,1.00 (1 0 0 0),,$0.00,,"$1,995","$2,250","$1,995",500,$3.99,1923,0,"Dryer,Dryer Included,In Kitchen,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",,1-Year,Unfurnished,818-464-5707,"7,315"
PW25267115MR,Apartment,1720,1720   Peyton  #6,BURBANK,91504,14,11.00 (11 0 0 0),,$0.00,,"$1,995","$1,995","$1,995","8,908",$0.22,1977,2,"Community,Outside",No,1-Year,Unfurnished,714-335-4608,"10,021"
25623775,,272,272  N Topanga Cyn #1,Topanga,90290,0,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",,$0,,1,None,Call,Month-to-Month,Furnished,,0
25608035,,5114,5114 1/2  4th Ave ,Los Angeles,90043,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995","1,692",$1.18,1921,0,Outside,No,1+Year,Unfurnished,310-590-9808,"6,850"
SR25268052MR,Single Family,7102,7102   Scarborough Peak Drive ,WEST HILLS,91307,1,1.00 (1 0 0 0),,$0.00,100,"$1,995","$2,500","$1,995",450,$4.43,2021,1,"Dryer,Dryer Included,Laundry Area,Washer,Washer Included",No,Negotiable,,818-235-8374,"19,950"
25623585,,7453,7453   Haskell Ave #7,Van Nuys,91406,1,1.00 (1 0 0 0),,,,"$1,999","$1,999","$1,999",800,$2.50,1987,1,Community,Yes,1+Year,Unfurnished,310-493-9895,"6,739"
25623927,Loft,215,215  W 7th St #307,Los Angeles,90014,1,1.00 (1 0 0 0),,$500.00,,"$2,000","$2,000","$2,000",750,$2.67,1911,0,"Inside,In Unit",Yes,12 Months,Unfurnished,310-869-2655,"15,926"
AR25267858MR,Apartment,7763,7763   Hellman  ,ROSEMEAD,91770,2,2.00 (1 0 1 0),,$0.00,,"$2,000","$2,000","$2,000",830,$2.41,1963,0,Community,No,1-Year,Unfurnished,626-272-0710,"18,093"
IV25267012MR,,9744,9744   Charnock  ,LOS ANGELES,90034,1,1.00 (1 0 0 0),,$500.00,,"$2,100","$2,000","$2,000",600,$3.33,1923,0,None,,Month-to-Month,Unfurnished,,"5,603"
SR25268019MR,,26027,26027   Edenpark Drive ,CALABASAS,91302,0,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",400,$5,1965,0,None,No,1-Year,Furnished,818-970-7464,"9,774"
GD25266827IT,Condominium,420,420  S San Pedro ST #329,LOS ANGELES,90013,0,1.00 (1 0 0 0),,$500.00,,"$2,050","$2,050","$2,050",790,$2.59,1922,1,Inside,,1-Year,Unfurnished,818-381-7722,"76,411"
WS25229231MR,Single Family,320,320   Russell AVE #B,MONTEREY PARK,91755,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,050","$2,050",900,$2.28,1963,0,"Outside,Room",No,1-Year,Unfurnished,626-636-5208,"17,148"
P1-25077PF,Apartment,720,720  E Mountain ST #11,PASADENA,91104,1,1.00 (1 0 0 0),,$0.00,,"$2,095","$2,095","$2,095",600,$3.49,1959,1,Community,,,Unfurnished,(818) 294-0726,"15,008"
SB25266881MR,Apartment,30,30   Dudley Ave #19,VENICE,90291,0,1.00 (1 0 0 0),,$0.00,,"$2,098","$2,098","$2,098",200,$10.49,1908,0,Community,No,"1+Year,1-Year,Other",Unfurnished,818-730-2985,"3,746"
SB25266896MR,Apartment,101,101   Dudley Ave #D,VENICE,90291,0,0.00 (0 0 0 0),,$0.00,,"$2,098","$2,498","$2,098",200,$10.49,1914,0,Community,,"1-Year,Month-to-Month,Other",Unfurnished,818-730-2985,"6,098"
SR25267655MR,Apartment,438,438  E Avenue Q7  #B,PALMDALE,93550,2,2.00 (2 0 0 0),,$500.00,,"$2,100","$2,100","$2,100",911,$2.31,1983,0,None,,1-Year,Unfurnished,818-203-8232,
SR25266166MR,,7325,7325   Matilija AVE ,VAN NUYS,91405,0,1.00 (1 0 0 0),,$15.00,,"$2,100","$2,100","$2,100",595,$3.53,2024,0,None,,1-Year,Furnished,323-854-5419,"5,826"
25623527,Apartment,1254,1254   Smithwood Dr #1/2,Los Angeles,90035,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100","4,853",$0.43,1952,1,"Community,Laundry Area",Call,1-Year,Unfurnished,323-528-9989,"6,600"
25623467,Single Family,20003,20003   Arminta St ,Winnetka,91306,1,1.00 (1 0 0 0),,$500.00,,"$2,100","$2,100","$2,100",,$0,,2,In Unit,Call,1-Year,Both,818-720-4085,"2,000"
25623367,Single Family,2649,2649   Granada ST ,LOS ANGELES,90065,1,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",500,$4.30,1924,1,"In Unit,Laundry Area",No,1+Year,Unfurnished,510-676-0036,"5,785"
25623797,Condominium,5500,5500   Lindley Ave ##206,Encino,91316,1,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",706,$3.05,1979,1,"Community,Laundry Area",Call,1+Year,Unfurnished,323-640-4976,"40,506"
P1-25057PF,Single Family,3256,3256   Prospect AVE ,GLENDALE,91214,2,1.00 (1 0 0 0),,$0.00,,"$2,160","$2,160","$2,160",612,$3.53,1980,0,"Inside,Room",No,1-Year,Unfurnished,(818) 388-4171,"5,434"
TR25264712MR,Single Family,207,207   E Olive AVE ,MONROVIA,91016,2,1.00 (1 0 0 0),,$0.00,200,"$1,980","$1,980","$2,180","1,401",$1.56,1906,0,"Dryer,Dryer Included,Washer,Washer Included",,Month-to-Month,Unfurnished,6263630330,"7,874"
SB25266869MR,Apartment,30,30   Dudley Ave #18,VENICE,90291,0,1.00 (1 0 0 0),,$0.00,,"$2,198","$2,098","$2,198",200,$10.99,1908,0,Community,No,"1+Year,1-Year,Other",Unfurnished,818-730-2985,"3,746"
IG25266206MR,Single Family,1827,1827  S White  ,POMONA,91766,1,1.00 (1 0 0 0),,$50.00,40,"$2,200","$2,200","$2,200",750,$2.93,1956,0,In Kitchen,,1-Year,Unfurnished,,"6,747"
GD25266559IT,Single Family,2526,2526   Foothill BLVD #1/2,LA CRESCENTA,91214,2,1.00 (0 1 0 0),,$0.00,,"$2,200","$2,500","$2,200",550,$4,1922,4,Garage,,1-Year,Unfurnished,818-429-9017,"10,106"
TR25268821MR,,1500,1500   Magnolia AVE #1A,LONG BEACH,90813,2,1.00 (1 0 0 0),,$0.00,,"$2,200","$2,200","$2,200",780,$2.82,1918,1,Inside,No,1-Year,Unfurnished,909-282-0628,"3,151"
CV25266216MR,Apartment,713,713  N Grand  #6-A,LOS ANGELES,90012,2,1.00 (1 0 0 0),,$0.00,,"$2,275","$2,275","$2,275",700,$3.25,1987,0,Laundry Area,,1-Year,Unfurnished,949-354-4430,"5,062"
AR25268783MR,,1718,1718   Vine ST #C,ALHAMBRA,91801,2,1.00 (1 0 0 0),,$0.00,100,"$2,300","$2,300","$2,300",800,$2.88,1959,1,Community,,1-Year,Unfurnished,626-236-7778,"10,089"
SR25263622MR,Condominium,267,267  S San Pedro  #218,LOS ANGELES,90012,2,2.00 (2 0 0 0),,$0.00,,"$2,300","$2,300","$2,300",970,$2.37,2006,2,Inside,,1-Year,Furnished,818-288-2089,"64,671"
25623325,Apartment,164,164   Chestnut St #205,Pasadena,91103,1,1.00 (1 0 0 0),,,,"$2,348","$2,559","$2,348",594,$3.95,2025,0,"In Unit,Inside,Laundry Area,Laundry Closet Stacked",Call,"1+Year,12 Months",Both,424-248-5426,"10,015"
AR25268623MR,Apartment,610,610   Sunset BLVD #7,ARCADIA,91007,2,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",900,$2.61,1950,1,"Community,Room",No,1-Year,Unfurnished,818-406-1908,"12,029"
SR25267900MR,Apartment,38859,38859   Candlenut DR #ADU,PALMDALE,93551,1,1.00 (1 0 0 0),,$0.00,,"$2,350","$2,350","$2,350",500,$4.70,2025,0,None,No,Negotiable,Furnished,310-500-6768,"9,313"
SR25268979MR,Apartment,1046,1046   Irving AVE #204,GLENDALE,91201,2,2.00 (2 0 0 0),,$0.00,,"$2,350","$2,500","$2,350",950,$2.47,1987,1,Community,No,1-Year,Unfurnished,661-313-0977,"8,146"
WS25257687MR,Apartment,828,828  S Sierra Vista AVE #D,ALHAMBRA,91801,2,1.00 (1 0 0 0),,$0.00,,"$2,450","$2,350","$2,350","1,020",$2.30,1977,0,Community,No,1-Year,Unfurnished,3236577591,"7,501"
25623015,,923,923  N San Vicente Blvd #6,West Hollywood,90069,1,1.00 (1 0 0 0),,,,"$2,399","$2,399","$2,399",750,$3.20,1957,0,Community,Yes,1+Year,Unfurnished,310-270-1532,"6,560"
AR25267645MR,Condominium,73,73  S Michigan AVE ,PASADENA,91106,1,1.00 (1 0 0 0),,$0.00,,"$2,400","$2,400","$2,400",775,$3.10,1920,0,"Gas Dryer Hookup,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer Hookup",No,"1+Year,1-Year,Negotiable",Unfurnished,626-231-1492,"5,077"
