MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
AR25107722MR,,731,731  S Stoneman AVE #E,ALHAMBRA,91801,1,1.00 (1 0 0 0),,$0.00,200,"$1,000","$1,000",$900,"1,471",$0.61,1992,3,Garage,No,1-Year,Furnished,626-236-7778,"28,753"
RS25107670MR,,8740,8740 1/2  Mccahill ST ,DOWNEY,90241,0,1.00 (1 0 0 0),,$0.00,,"$1,200","$1,000","$1,200",195,$6.15,1939,0,None,No,1-Year,Unfurnished,310-892-2783,"6,560"
PW25107035MR,Condominium,1279,1279   Bonnet WAY #A,TORRANCE,90502,1,1.00 (1 0 0 0),,$0.00,,"$1,300","$1,300","$1,300",175,$7.43,2023,0,"Dryer,Dryer Included,In Closet,Laundry Area,Washer,Washer Included",No,1-Year,Unfurnished,949-800-9596,0
25540909,Apartment,20603,20603   Berendo Ave ,Torrance,90502,1,1.00 (1 0 0 0),,,,"$1,300","$1,300","$1,300",500,$2.60,1930,1,In Unit,No,None,Unfurnished,562-225-9260,"4,210"
SR25110595MR,Single Family,45463,45463   17th ST ,LANCASTER,93535,1,1.00 (1 0 0 0),,$500.00,100,"$1,495","$1,495","$1,495",463,$3.23,1992,0,"Dryer,Dryer Included,Gas Dryer Hookup,Gas Or Electric Dryer Hookup,Washer,Washer Included",,"1+Year,1-Year",Unfurnished,661-350-4012,"6,673"
DW25108662MR,,1128,1128   Ardmore  ,LOS ANGELES,90006,20,22.00 (22 0 0 0),,$250.00,20,"$1,500","$1,700","$1,500","6,880",$0.22,2024,8,"Gas Dryer Hookup,Washer Hookup",,"1+Year,1-Year,Month-to-Month,Negotiable,Other",Unfurnished,562-417-2653,"5,903"
DW25108708MR,OwnYourOwn,1218,1218   Arapahoe St ,LOS ANGELES,90006,31,24.00 (24 0 0 0),,$0.00,,"$1,500","$46,500","$1,500","10,314",$0.15,2022,10,"Gas Or Electric Dryer Hookup,Washer Hookup",,"1+Year,1-Year,Negotiable",Unfurnished,562-417-2653,"7,250"
DW25108739MR,,1217,1217   E 22nd St ST ,LOS ANGELES,90011,17,17.00 (17 0 0 0),,$0.00,,"$1,500","$25,500","$1,500","5,536",$0.27,2024,0,Washer Hookup,,"1+Year,1-Year,Month-to-Month,Other",Unfurnished,562-417-2653,"6,013"
DW25110010MR,Apartment,823,823  N Gower ST ,LOS ANGELES,90038,0,1.00 (1 0 0 0),,$500.00,,"$1,595","$1,595","$1,595",400,$3.99,1929,0,Community,,1-Year,Unfurnished,626-465-9483,"12,995"
25539999,Apartment,6755,6755   Yucca St #4,Los Angeles,90028,0,1.00 (1 0 0 0),,,,"$1,595","$1,595","$1,595",600,$2.66,1958,0,Community,Call,1+Year,Unfurnished,310-633-0438,"11,000"
