mls_number,full_street_address,city,zip_code,latitude,longitude,geocode_status,listing_type,zip_source,audit_status,distance_outside_zip_miles
SR26149868MR,"28859   Rock Canyon, SAUGUS 91390.0",SAUGUS,91390,34.4146895,-118.5215412,,buy,source_column,outside_zip,3.0576015635840568
26830831,"10751 Wilshire Blvd #1206, Los Angeles 90024",Los Angeles,90024,34.0253832,-118.4902367,,lease,source_column,outside_zip,3.051616003747088
TR25166497MR,"4125 S Figueroa ST #301, LOS ANGELES 90037",LOS ANGELES,90037,34.0557228,-118.2547086,,lease,source_column,outside_zip,3.044900393553435
TR25026379MR,"4125 S Figueroa ST #301, LOS ANGELES 90037",None,90037,34.0557228,-118.2547086,,lease,address_suffix,outside_zip,3.044900393553435
SB26096316MR,"16133 S Vermont AVE #2, GARDENA 90247",GARDENA,90247,33.9607029,-118.2921131,,lease,source_column,outside_zip,3.0137441471719115
25595429,"10375 W Washington Blvd Blvd #616, Culver City 90232",Culver City,90232,33.9845637,-118.4577016,,lease,source_column,outside_zip,3.0116939493773964
26874083,"4125 S Figueroa St #302, Los Angeles 90037",Los Angeles,90037,34.0550211,-118.2546109,success,lease,source_column,outside_zip,3.007086692296312
26876665,"850 Crenshaw Blvd #203, Los Angeles 90005",Los Angeles,90005,34.0129773,-118.3348807,success,lease,source_column,outside_zip,2.9562899797469857
26867693,"9900 Venice  #609, Culver City 90232",Culver City,90232,33.9903955,-118.46022,success,lease,source_column,outside_zip,2.916362381362855
SR25104175MR,"5501 Beckford, TARZANA 91436",None,91436,34.1741347,-118.55148330000002,,lease,address_suffix,outside_zip,2.8944877878924893
SR25161250MR,"5501 Beckford, TARZANA 91436",TARZANA,91436,34.1741347,-118.5514833,,lease,source_column,outside_zip,2.8944877878924893
SB26151654MR,"2818 W 235th  #3, TORRANCE 90505",TORRANCE,90505,33.8119894,-118.2768342,,lease,source_column,outside_zip,2.8815562237864927
SB25197547MR,"2935 W 235th ST #3, TORRANCE 90505",TORRANCE,90505,33.8119894,-118.2768342,,lease,source_column,outside_zip,2.8815562237864927
26858973,"3166 S S Sepulveda Blvd #28, Los Angeles 90034",Los Angeles,90034,34.0621109,-118.4569273,success,lease,source_column,outside_zip,2.8809065630305972
26987461,"710 Crenshaw Blvd #106, Los Angeles 90005",Los Angeles,90005,34.01631,-118.3352946,success,lease,source_column,outside_zip,2.7319887069726376
DW26174427MR,"7828   Bell, LOS ANGELES 90001.0",LOS ANGELES,90001,33.9775142,-118.1870156,success,buy,source_column,outside_zip,2.685904804847626
26866207,"1828 S Gramercy Pl #1/4, Los Angeles 90019",Los Angeles,90019,34.0574,-118.26247,success,lease,source_column,outside_zip,2.675707711449165
26988027,"4727 W 18th St #4, Los Angeles 90019",Los Angeles,90019,34.0322231,-118.263998,success,lease,source_column,outside_zip,2.6752121848804324
26957325,"4841 W 18th St #4, Los Angeles 90019",Los Angeles,90019,34.0322231,-118.263998,success,lease,source_column,outside_zip,2.6752121848804324
26833187,"2417 S Budlong Ave #4, Los Angeles 90007",Los Angeles,90007,33.9790046,-118.2957342,,lease,source_column,outside_zip,2.600686453214985
SR26193058MR,"11442 Victory BLVD #303, NORTH HOLLYWOOD 91606",NORTH HOLLYWOOD,91606,34.1712041,-118.3153947,success,lease,source_column,outside_zip,2.552337729831053
SR25199777MR,"14718 Magnolia BLVD #3, SHERMAN OAKS 91403",SHERMAN OAKS,91403,34.1650408,-118.4033403,,lease,source_column,outside_zip,2.523364231860466
26875807,"3119 W 71st St #UNIT #2, Los Angeles 90043",Los Angeles,90043,33.9756146,-118.2739475,success,lease,source_column,outside_zip,2.5215868687673013
IV22247260,"26650 Timberline DR, Wrightwood 93544",None,93544,34.3609311,-117.65441639999999,,lease,address_suffix,outside_zip,2.510265993165757
SW25250730MR,"4229 W Rosecrans AVE #6, HAWTHORNE 90250",HAWTHORNE,90250,33.9019619,-118.2741199,,lease,source_column,outside_zip,2.4857029299902487
PW25267251MR,"4110 ELM AVE #201, LONG BEACH 90807",LONG BEACH,90807,33.7694599,-118.1878376,,lease,source_column,outside_zip,2.4383799367835968
SR25024760MR,"14728 Magnolia BLVD #5, SHERMAN OAKS 91403",None,91403,34.165044,-118.40505459999999,,lease,address_suffix,outside_zip,2.4260370121099477
SR25177235MR,"14718 Magnolia BLVD #5, SHERMAN OAKS 91403",SHERMAN OAKS,91403,34.165044,-118.4050546,,lease,source_column,outside_zip,2.4260370121085177
SW26184020MR,"2111  E Norberry DR, LANCASTER 93534.0",LANCASTER,93534,34.6943515,-118.0878724,success,buy,source_column,outside_zip,2.425349051327062
SW26170246MR,"2106  E Norberry DR, LANCASTER 93534.0",LANCASTER,93534,34.6938984,-118.0879344,success,buy,source_column,outside_zip,2.4225258421196822
SW26170206MR,"2110  E Norberry DR, LANCASTER 93534.0",LANCASTER,93534,34.6938984,-118.0879344,success,buy,source_column,outside_zip,2.4225258421196822
GD26127378IT,"18954 Sherman Way #3, RESEDA 91335",RESEDA,91335,34.2008,-118.47703,,lease,source_column,outside_zip,2.380482728014359
TR25023183MR,"3565 Linden AVE #306, LONG BEACH 90807",None,90807,33.7707104,-118.1861828,,lease,address_suffix,outside_zip,2.3386646623725222
26922149,"12222 Wilshire Blvd #208, Los Angeles 90025",Los Angeles,90025,34.0176088,-118.4996902,success,lease,source_column,outside_zip,2.319097636069267
26876671,"2651 S Hobart Blvd  #1, Los Angeles 90018",Los Angeles,90018,34.0737201,-118.305527,success,lease,source_column,outside_zip,2.2715192448078043
26853503,"2651 S Hobart Blvd  ##9, Los Angeles 90018",Los Angeles,90018,34.0735694,-118.3058656,,lease,source_column,outside_zip,2.261867335898536
SB26052654MR,"4633 Marine AVE #228, LAWNDALE 90260",LAWNDALE,90260,33.8914645,-118.413806,,lease,source_column,outside_zip,2.2332709226134755
PW26200736MR,"890 Dorchester, LA HABRA 90631",LA HABRA,90631,33.9137567,-117.936201,success,lease,source_column,outside_zip,2.228138919360406
26988361,"925 S Hobart Blvd #1/2, Los Angeles 90006",Los Angeles,90006,34.007765,-118.3075562,success,lease,source_column,outside_zip,2.2280500350022265
SB26018107MR,"4207 Manhattan Beach Blvd #8, LAWNDALE 90260",LAWNDALE,90260,33.8843277,-118.4116324,,lease,source_column,outside_zip,2.2147297771212258
SR25261695MR,"11405 Chandler BLVD #508, NORTH HOLLYWOOD 91601",NORTH HOLLYWOOD,91601,34.1807483,-118.3201231,,lease,source_column,outside_zip,2.2130291062368426
SR25225355MR,"11405 Chandler BLVD #516, NORTH HOLLYWOOD 91601",NORTH HOLLYWOOD,91601,34.1807483,-118.3201231,,lease,source_column,outside_zip,2.2130291062368426
WS26102765MR,"1419   Norwich LN, LA HABRA 90631.0",LA HABRA,90631,33.913995,-117.93721,success,buy,source_column,outside_zip,2.2116805011287517
26876037,"11776 IDAHO AVE #401, LOS ANGELES 90025",LOS ANGELES,90025,34.0234865,-118.5029628,success,lease,source_column,outside_zip,2.2016993033211962
SB26201369MR,"11124 Burbank Street #108, NORTH HOLLYWOOD 91601",NORTH HOLLYWOOD,91601,34.1841718,-118.3208912,success,lease,source_column,outside_zip,2.198569151885306
SR26150151MR,"2449 N Beachwood DR #10, HOLLYWOOD HILLS 90068",HOLLYWOOD HILLS,90068,34.0736314,-118.321621,,lease,source_column,outside_zip,2.188864620361079
SR25225353MR,"11405 Chandler BLVD #605, NORTH HOLLYWOOD 91601",NORTH HOLLYWOOD,91601,34.1809588,-118.3206166,,lease,source_column,outside_zip,2.186756705919176
P1-27317PF,"2707 Montrose AVE #10, GLENDALE 91201",GLENDALE,91201,34.2183658,-118.2438144,,lease,source_column,outside_zip,2.178259099112555
SR25052250MR,"11405 Chandler BLVD #606, NORTH HOLLYWOOD 91601",None,91601,34.1807592,-118.320741,,lease,address_suffix,outside_zip,2.177998675026929
SR25021308MR,"11405 Chandler BLVD #709, NORTH HOLLYWOOD 91601",None,91601,34.1807559,-118.32075229999998,,lease,address_suffix,outside_zip,2.1773284727812183
SR25021303MR,"11405 Chandler BLVD #712, NORTH HOLLYWOOD 91601",None,91601,34.1807508,-118.3207694,,lease,address_suffix,outside_zip,2.176313375323172
WS25252711MR,"9124 Huntington DR #7, SAN GABRIEL 91775",SAN GABRIEL,91775,34.1401089,-118.031765,,lease,source_column,outside_zip,2.1605950704635424
HD26184505MR,"775 Hampshire LN, LA HABRA 90631",LA HABRA,90631,33.914798,-117.9368407,success,lease,source_column,outside_zip,2.1563597983686678
TR26151821MR,"775 Hampshire, LA HABRA 90631",LA HABRA,90631,33.914798,-117.9368407,,lease,source_column,outside_zip,2.1563597983686678
PW26147335MR,"222   Gable Lane, LA HABRA 90631.0",LA HABRA,90631,33.9149479,-117.9441849,,buy,source_column,outside_zip,2.1458015263320642
WS25241669MR,"9070 Huntington DR #19, SAN GABRIEL 91775",SAN GABRIEL,91775,34.1402756,-118.0324085,,lease,source_column,outside_zip,2.129677199507932
WS25272904MR,"9070 Huntington DR #19, SAN GABRIEL 91775",SAN GABRIEL,91775,34.1402723,-118.0324084,,lease,source_column,outside_zip,2.1296054506718827
WS25253111MR,"9070 Huntington DR #19, SAN GABRIEL 91775",SAN GABRIEL,91775,34.140272,-118.0324084,,lease,source_column,outside_zip,2.1295984390526694
WS25259423MR,"3624 E Colorado BLVD #10, PASADENA 91107",PASADENA,91107,34.1456239,-118.150197,,lease,source_column,outside_zip,2.127322859457734
OC25055473MR,"400 S Broadway  #3109, LOS ANGELES 90013",None,90013,34.021269,-118.2728131,,lease,address_suffix,outside_zip,2.115759222247673
SR26094089MR,"11616 Burbank BLVD #305, NORTH HOLLYWOOD 91601",NORTH HOLLYWOOD,91601,34.1841331,-118.3224555,,lease,source_column,outside_zip,2.1095990979676236
WS25189865MR,"1940 N Highland AVE #55, LOS ANGELES 90068",LOS ANGELES,90068,34.0738006,-118.338944,,lease,source_column,outside_zip,2.097442170963213
WS25171963MR,"1940 N Highland AVE #55, LOS ANGELES 90068",LOS ANGELES,90068,34.0738006,-118.338944,,lease,source_column,outside_zip,2.097442170963213
26874093,"15943 Victory Blvd #2, Van Nuys 91406",Van Nuys,91406,34.1872685,-118.430161,success,lease,source_column,outside_zip,2.073692080296292
SR26055342MR,"5036 W L-8 AVE #20, LANCASTER 93536",LANCASTER,93536,34.6531277,-118.1295389,,lease,source_column,outside_zip,2.0611427485125375
DW26168124MR,"815   Pacific, LONG BEACH 90813.0",LONG BEACH,90813,33.8195729,-118.2202013,success,buy,source_column,outside_zip,2.057604809175653
PW26196814MR,"800 Pacific  #109, LONG BEACH 90813",LONG BEACH,90813,33.8195729,-118.2202013,success,lease,source_column,outside_zip,2.057604809175653
26856189,"3223 W 6th St #405, Los Angeles 90020",Los Angeles,90020,34.0478992,-118.2539792,,lease,source_column,outside_zip,2.046567131096603
PW26170156MR,"341   E Parkwood Ave, LA HABRA 90631.0",LA HABRA,90631,33.916865,-117.9423221,success,buy,source_column,outside_zip,2.013787101630656
SW26155342MR,"2046  E Norberry DR, LANCASTER 93534.0",LANCASTER,93534,34.6936026,-118.0955847,success,buy,source_column,outside_zip,1.9882647097308175
SW26154406MR,"2054  E Norberry DR, LANCASTER 93534.0",LANCASTER,93534,34.6936026,-118.0955847,,buy,source_column,outside_zip,1.9882647097308175
SW26192618MR,"2017  E Norberry DR, LANCASTER 93534.0",LANCASTER,93534,34.6936084,-118.0955963,success,buy,source_column,outside_zip,1.987587183754409
SW26155402MR,"2055  E Norberry DR, LANCASTER 93534.0",LANCASTER,93534,34.6936084,-118.0955963,success,buy,source_column,outside_zip,1.987587183754409
SW26155366MR,"2047  E Norberry DR, LANCASTER 93534.0",LANCASTER,93534,34.6936084,-118.0955963,success,buy,source_column,outside_zip,1.987587183754409
CV26174139MR,"1161 6624 W 67 street, LOS ANGELES 90044.0",LOS ANGELES,90044,33.978116,-118.3352236,success,buy,source_column,outside_zip,1.9686645028583412
SR26041859MR,"12358 Moorpark  #5, STUDIO CITY 91604",STUDIO CITY,91604,34.154324,-118.4562668,,lease,source_column,outside_zip,1.9684068593030037
SB25240877MR,"3111 4th ST #218, SANTA MONICA 90405",SANTA MONICA,90405,34.0299709,-118.5124849,,lease,source_column,outside_zip,1.9587294542805715
SR25063498MR,"3111 4th ST #212, SANTA MONICA 90405",None,90405,34.029958,-118.512351,,lease,address_suffix,outside_zip,1.953322861631126
SW26192194MR,"981  W Imperial Hwy #23, LA HABRA 90631.0",LA HABRA,90631,33.9178597,-117.9565348,success,buy,source_column,outside_zip,1.944363748821304
26948345,"3223 W 6th St #604, Los Angeles 90020",Los Angeles,90020,34.04873,-118.2556,success,lease,source_column,outside_zip,1.9373638119606433
PW26157728MR,"16826 S Western  ##3C, GARDENA 90247",GARDENA,90247,33.9441419,-118.3087942,cached,lease,source_column,outside_zip,1.9327340071759338
26908827,"2726 S Cochran Ave #302, Los Angeles 90016",Los Angeles,90016,34.0691388,-118.3472434,success,lease,source_column,outside_zip,1.9190211586790442
SB25036609MR,"922 Lincoln Blvd #6, SANTA MONICA 90403",None,90403,34.0024733,-118.47019149999998,,lease,address_suffix,outside_zip,1.917999556386365
SR26117441MR,"8561 orion av #1, NORTH HILLS 91343",NORTH HILLS,91343,34.1936079,-118.4707026,,lease,source_column,outside_zip,1.916595380203754
PW26182169MR,"306   Vista DR #103, LA HABRA 90631.0",LA HABRA,90631,33.9183167,-117.9480868,success,buy,source_column,outside_zip,1.9133991807937347
DW26174461MR,"14776   Natalie, WHITTIER 90604.0",WHITTIER,90604,33.9754423,-118.0326781,success,buy,source_column,outside_zip,1.8899693794326025
AR26025375MR,"400 S Broadway  #2710, LOS ANGELES 90013",LOS ANGELES,90013,34.0239567,-118.2705069,,lease,source_column,outside_zip,1.8889055338499423
SR26194160MR,"45115   18th Street, LANCASTER 93534.0",LANCASTER,93534,34.7026989,-118.0977224,success,buy,source_column,outside_zip,1.8687525808733767
NP26139573MR,"1183 Crenshaw  #203, LOS ANGELES 90019",LOS ANGELES,90019,34.0129773,-118.3348807,,lease,source_column,outside_zip,1.8618527037619423
26861657,"2045 4th St #301B, Santa Monica 90405",Santa Monica,90405,34.0292383,-118.5108202,cached,lease,source_column,outside_zip,1.8607936199076347
SR26171573MR,"4242 W Avenue L  #102, LANCASTER 93536",LANCASTER,93536,34.6603409,-118.1330029,success,lease,source_column,outside_zip,1.8572401248880843
SB26090596MR,"8235 Alameda St, DOWNEY 90240",DOWNEY,90240,33.9269226,-118.1400023,,lease,source_column,outside_zip,1.8226328656140725
BB26152863MR,"6716 Clybourn AVE #146, LOS ANGELES 91606",LOS ANGELES,91606,34.1538546,-118.3497343,success,lease,source_column,outside_zip,1.810096757253601
PW26201705MR,"991  S Idaho ST #113, LA HABRA 90631.0",LA HABRA,90631,33.919852,-117.9612919,success,buy,source_column,outside_zip,1.8067391647144133
PW26170430MR,"660   Buena Vista AVE, LA HABRA 90631.0",LA HABRA,90631,33.9200091,-117.9530494,success,buy,source_column,outside_zip,1.7964577498305012
PW26161711MR,"821   Buena Vista AVE, LA HABRA 90631.0",LA HABRA,90631,33.920103,-117.9553963,success,buy,source_column,outside_zip,1.789846580811427
SR25228436MR,"11970 Montana  #217, BRENTWOOD 90049",BRENTWOOD,90049,34.0233798,-118.5060618,,lease,source_column,outside_zip,1.7847831034016444
SB26181785MR,"2585 S Sepulveda BLVD #5, LOS ANGELES 90064",LOS ANGELES,90064,34.0621109,-118.4569273,success,lease,source_column,outside_zip,1.7789525842421985
26866611,"20212 W Gault St, Winnetka 91306",Winnetka,91306,34.1997742,-118.619081,cached,lease,source_column,outside_zip,1.762711905514029
SR26167962MR,"44632   17th, LANCASTER 93534.0",LANCASTER,93534,34.6947348,-118.0995391,success,buy,source_column,outside_zip,1.761245161169484
SR26167190MR,"2244 W Adams BLVD #6, LOS ANGELES 90018",LOS ANGELES,90018,34.02515,-118.2697265,success,lease,source_column,outside_zip,1.75832113562839
26872461,"3325 S Wilshire blvd  #706, Los Angeles 90010",Los Angeles,90010,34.0487816,-118.257714,success,lease,source_column,outside_zip,1.7549686274012954
TR26114981MR,"1008   Las Lomas Unit C, LA HABRA 90631.0",LA HABRA,90631,33.9208583,-117.9575432,,buy,source_column,outside_zip,1.7376387206719404
TR26200005MR,"1008 Las Lomas DR #C, LA HABRA 90631",LA HABRA,90631,33.9209671,-117.9522673,success,lease,source_column,outside_zip,1.7304878346466936
26860405,"3810 Wilshire Blvd #809, Los Angeles 90010",Los Angeles,90010,34.0496349,-118.2582622,cached,lease,source_column,outside_zip,1.6990437658691349
26832451,"2635 W Imperial Hwy #3, Inglewood 90303",Inglewood,90303,33.9311258,-118.2885103,,lease,source_column,outside_zip,1.6818883900484942
26872477,"3325 S Wilshire blvd  #808, Los Angeles 90010",Los Angeles,90010,34.0496382,-118.2589184,success,lease,source_column,outside_zip,1.665864257506364
DW26182132MR,"821  S Euclid, LA HABRA 90631.0",LA HABRA,90631,33.922709,-117.9464227,success,buy,source_column,outside_zip,1.6107916172218428
TR24176903MR,"1480  W Lambert RD #297, LA HABRA 90631",LA HABRA,90631,33.9227508,-117.96144470000002,,buy,source_column,outside_zip,1.606949922373014
TR25034797MR,"1480  W Lambert RD #297, LA HABRA 90631",LA HABRA,90631,33.9227508,-117.96144470000002,,buy,source_column,outside_zip,1.606949922373014
SR26192163MR,"1480  W Lambert  #279, LA HABRA 90631.0",LA HABRA,90631,33.9227511,-117.9613405,success,buy,source_column,outside_zip,1.606936172419502
TR26118229MR,"400 S Broadway  #2304, LOS ANGELES 90013",LOS ANGELES,90013,34.0277896,-118.2680032,,lease,source_column,outside_zip,1.5941728621156575
TR25088190MR,"400 S Broadway  #2304, LOS ANGELES 90013",None,90013,34.0277854,-118.26799569999999,,lease,address_suffix,outside_zip,1.5941371522719292
SB25171627MR,"4160 W 182nd ST #317, TORRANCE 90504",TORRANCE,90504,33.8702567,-118.281651,,lease,source_column,outside_zip,1.5912684096587768
SB25101460MR,"4160 W 182nd ST #311, TORRANCE 90504",None,90504,33.8702567,-118.281651,,lease,address_suffix,outside_zip,1.5912684096587768
SB25083585MR,"4160 W 182nd ST #311, TORRANCE 90504",None,90504,33.8702567,-118.281651,,lease,address_suffix,outside_zip,1.5912684096587768
SB26131690MR,"4160 W 182nd ST #314, TORRANCE 90504",TORRANCE,90504,33.8703124,-118.2817576,,lease,source_column,outside_zip,1.5851572488809884
26847153,"3785 Wilshire Blvd #908, Los Angeles 90010",Los Angeles,90010,34.0504971,-118.2602019,,lease,source_column,outside_zip,1.5728904996861333
SR26187390MR,"1739 W Avenue J-15  #6, LANCASTER 93534",LANCASTER,93534,34.6761276,-118.1957644,success,lease,source_column,outside_zip,1.5694583869664975
PW26103815MR,"775   Stone Harbor, LA HABRA 90631.0",LA HABRA,90631,33.923415,-117.95117,,buy,source_column,outside_zip,1.5618459392980584
P1-27412PF,"1210  W Lambert RD #58, LA HABRA 90631.0",LA HABRA,90631,33.9235028,-117.9601761,,buy,source_column,outside_zip,1.5552102106526366
PW26125097MR,"1200  W Lambert Rd #22, LA HABRA 90631.0",LA HABRA,90631,33.9235028,-117.9601761,,buy,source_column,outside_zip,1.5552102106526366
PV26180028MR,"772  W Lambert  #129, LA HABRA 90631.0",LA HABRA,90631,33.9236133,-117.9533966,success,buy,source_column,outside_zip,1.5480507858488484
PW26168984MR,"950  W Lambert  #20, LA HABRA 90631.0",LA HABRA,90631,33.9236111,-117.9561802,success,buy,source_column,outside_zip,1.548045050341995
SR25245674MR,"1757 N Normandie AVE #8, LOS ANGELES 90027",LOS ANGELES,90027,34.0728959,-118.3001071,,lease,source_column,outside_zip,1.5472333418392303
IV26161509MR,"340   Penmar, LA HABRA 90631.0",LA HABRA,90631,33.9236499,-117.9429128,cached,buy,source_column,outside_zip,1.5461530465226523
GD26098468IT,"1835 N Alexandria BLVD #7, LOS ANGELES 90027",LOS ANGELES,90027,34.0729641,-118.2987457,,lease,source_column,outside_zip,1.5432874481781367
SB25270645MR,"4160 W 182nd ST #305, TORRANCE 90504",TORRANCE,90504,33.8706766,-118.2825166,,lease,source_column,outside_zip,1.5404379510762818
TR26181375MR,"2541  W Lambert, LA HABRA 90631.0",LA HABRA,90631,33.9249048,-117.9750116,success,buy,source_column,outside_zip,1.5349903531628752
WS26149582MR,"11427 3/4  Garvey AVE, EL MONTE 91732",EL MONTE,91732,34.0628724,-118.0572493,success,lease,source_column,outside_zip,1.532288641359606
SR26054185MR,"6714 West BLVD #1, CRENSHAW 90043",CRENSHAW,90043,34.02426,-118.3418927,,lease,source_column,outside_zip,1.531658318542252
DW26140100MR,"1947  E 74th st, LOS ANGELES 90003.0",LOS ANGELES,90003,33.9734733,-118.2373999,,buy,source_column,outside_zip,1.5306991753856216
SR26012060MR,"1451 W 105th ST #2, LOS ANGELES 90047",LOS ANGELES,90047,33.9410395,-118.2738919,,lease,source_column,outside_zip,1.5250916676329467
SB25066982MR,"1451 W 105th ST #2, LOS ANGELES 90047",None,90047,33.94103960000002,-118.27390310000001,,lease,address_suffix,outside_zip,1.524448431327043
WS25232296MR,"1834 Pine AVE #5, LONG BEACH 90806",LONG BEACH,90806,33.76739060000001,-118.1924065,,lease,source_column,outside_zip,1.5151000173970544
TR26010265MR,"1200  W Lambert Unit24, LA HABRA 90631",LA HABRA,90631,33.9243116,-117.9599122,,buy,source_column,outside_zip,1.4994869919925025
OC26198824MR,"1430 W Lambert RD #382, LA HABRA 90631",LA HABRA,90631,33.9245469,-117.9487839,success,lease,source_column,outside_zip,1.483986300949014
PW26156617MR,"210   Grand  #102, LONG BEACH 90803.0",LONG BEACH,90803,33.7700504,-118.1937395,cached,buy,source_column,outside_zip,1.4812565562198572
26988889,"1532 N Harvard Blvd #8, Los Angeles 90027",Los Angeles,90027,34.0737452,-118.3043156,success,lease,source_column,outside_zip,1.4799229679288426
OC26190175MR,"10530 Rubio AVE #1/2, GRANADA HILLS 91344",GRANADA HILLS,91344,34.2331511,-118.4954662,success,lease,source_column,outside_zip,1.4738699143110445
SB25089948MR,"1018 W 104 ST, LOS ANGELES 90044",None,90044,33.9418427,-118.326434,,lease,address_suffix,outside_zip,1.4721005874724449
26881059,"1812 W Glenoaks Blvd #D, Glendale 91206",Glendale,91206,34.1640021,-118.2797683,success,lease,source_column,outside_zip,1.4702445107094309
26920929,"1818 N Kingsley Dr #17, Los Angeles 90027",Los Angeles,90027,34.073893,-118.3032352,success,lease,source_column,outside_zip,1.4689118338188478
SR25157334MR,"3810 Wilshire BLVD #1009, LOS ANGELES 90010",LOS ANGELES,90010,34.05169,-118.26154,,lease,source_column,outside_zip,1.4667963482814217
25499093,"1409 N Hobart Blvd ##102, Los Angeles 90027",None,90027,34.073938,-118.30516339999997,,lease,address_suffix,outside_zip,1.463604299678526
26872481,"3325 S Wilshire blvd  #1007, Los Angeles 90010",Los Angeles,90010,34.0516858,-118.2617039,success,lease,source_column,outside_zip,1.4585442307450243
26872473,"3325 S Wilshire blvd  #1011, Los Angeles 90010",Los Angeles,90010,34.0518565,-118.2616555,success,lease,source_column,outside_zip,1.4557208373150397
SR26169957MR,"4358 Mammoth AVE #10, SHERMAN OAKS 91423",SHERMAN OAKS,91423,34.1868888,-118.4324278,success,lease,source_column,outside_zip,1.455405724344677
25499087,"1409 N Hobart Blvd ##101, Los Angeles 90027",None,90027,34.0740691,-118.3059588,,lease,address_suffix,outside_zip,1.4480707288505352
26924797,"1825 N New Hampshire Ave #201, Los Angeles 90027",Los Angeles,90027,34.0746605,-118.2932003,success,lease,source_column,outside_zip,1.440657290976289
26874583,"12300 Pacific Ave #7, Los Angeles 90066",Los Angeles,90066,33.9718637,-118.4596591,success,lease,source_column,outside_zip,1.4383547827145782
26925193,"1825 N New Hampshire Ave #203, Los Angeles 90027",Los Angeles,90027,34.0747032,-118.2932795,success,lease,source_column,outside_zip,1.4375354676622427
26925207,"1825 N New Hampshire Ave #204, Los Angeles 90027",Los Angeles,90027,34.0747297,-118.292764,success,lease,source_column,outside_zip,1.4370970716541125
26872893,"12766 Pacific Ave #5, Los Angeles 90066",Los Angeles,90066,33.9717669,-118.4595851,success,lease,source_column,outside_zip,1.436342175499168
PW26166034MR,"2510   Union AVE, LA HABRA 90631.0",LA HABRA,90631,33.9266013,-117.9743245,success,buy,source_column,outside_zip,1.4115889479666008
PW26137202MR,"2805  E East 3rd Street #6, LONG BEACH 90814.0",LONG BEACH,90814,33.770301,-118.1920299,,buy,source_column,outside_zip,1.408885369275953
PW26127420MR,"7033   Stewart and Gray RD #24, DOWNEY 90240.0",DOWNEY,90240,33.9442498,-118.1606788,,buy,source_column,outside_zip,1.4045117562498175
OC26158057MR,"5585 E Pacific Coast HWY #125, LONG BEACH 90804",LONG BEACH,90804,33.790084,-118.1918226,cached,lease,source_column,outside_zip,1.3913343614837321
WS26107608MR,"400 S Broadway  #1902, LOS ANGELES 90013",LOS ANGELES,90013,34.0305566,-118.2663704,,lease,source_column,outside_zip,1.3861938738059796
SR26073124MR,"1940 N Highland  #10, LOS ANGELES 90068",LOS ANGELES,90068,34.0842283,-118.3387912,,lease,source_column,outside_zip,1.3796711801035915
26838157,"2175 S Beverly Glen Blvd #302, Los Angeles 90025",Los Angeles,90025,34.0775178,-118.4328126,,lease,source_column,outside_zip,1.3771825705515577
SR26152562MR,"1301 N Mansfield AVE #103, LOS ANGELES 90028",LOS ANGELES,90028,34.0737553,-118.3410355,,lease,source_column,outside_zip,1.3658210470054928
26655165,"1820 S Bentley Ave #103, Los Angeles 90025",Los Angeles,90025,34.0743741,-118.4586111,,lease,source_column,outside_zip,1.3638474199358446
26876051,"2501 W Redondo Beach Blvd #324, Gardena 90249",Gardena,90249,33.8924054,-118.2794591,success,lease,source_column,outside_zip,1.3608029296842885
26655169,"1820 S Bentley  #105, Los Angeles 90025",Los Angeles,90025,34.0743126,-118.4586229,,lease,source_column,outside_zip,1.3598511338531918
SR26021141MR,"1135 W Pillsbury ST, LANCASTER 93534",LANCASTER,93534,34.6912148,-118.191852,,lease,source_column,outside_zip,1.359083802912761
SR25217452MR,"1732 Harvard Blvd #208, LOS ANGELES 90027",LOS ANGELES,90027,34.0755832,-118.3039839,,lease,source_column,outside_zip,1.3527331625449839
DW26155681MR,"527  S Walnut  #3, LA HABRA 90631.0",LA HABRA,90631,33.9266257,-117.9511595,success,buy,source_column,outside_zip,1.3405709552092049
PW26200312MR,"2844 E 3rd  #201, LONG BEACH 90814",LONG BEACH,90814,33.7705003,-118.1905867,success,lease,source_column,outside_zip,1.325904099311461
OC26141674MR,"600   Magnolia, LA HABRA 90631.0",LA HABRA,90631,33.9268531,-117.9646622,,buy,source_column,outside_zip,1.3235356477952986
26873401,"12015 S Willowbrook Ave, Compton 90222",Compton,90222,33.8835403,-118.2232365,success,lease,source_column,outside_zip,1.3231276674239196
26655163,"1820 S Bentley Ave #106, Los Angeles 90025",Los Angeles,90025,34.073735,-118.4584827,,lease,source_column,outside_zip,1.319239546573907
SR26177726MR,"11770 Pierce ST, SYLMAR 91342",SYLMAR,91342,34.2644421,-118.4171586,success,lease,source_column,outside_zip,1.3180824352804532
26988337,"1100 Wilshire Blvd #3307, Los Angeles 90017",Los Angeles,90017,34.0619611,-118.2946051,success,lease,source_column,outside_zip,1.3083175797963018
26873553,"348 S Hauser Blvd #2-129, Los Angeles 90036",Los Angeles,90036,34.0375461,-118.3612142,success,lease,source_column,outside_zip,1.307513068755937
SR25168170MR,"4936 Hazeltine AVE #3, SHERMAN OAKS 91423",SHERMAN OAKS,91423,34.18523,-118.43964,,lease,source_column,outside_zip,1.3060082268020934
AR26157614MR,"1100 Wilshire BLVD #3309, LOS ANGELES 90017",LOS ANGELES,90017,34.06196,-118.29456,cached,lease,source_column,outside_zip,1.305988269847338
